dataset,group,scene,crop,method,zone,solver_status,predicted_radius_px,hand_reference_radius_px,absolute_drift_px,normalized_drift,within_one_ring,boundary_available,zone_geometry_available,retained_mask_fraction,parameter_json,evaluation_version
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Legacy control,DenseZone,legacy,155.017352273,207.509035948,52.4916836749,0.210376779985,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Legacy control,SparseZone,legacy,237.097215543,249.512725115,12.4155095716,0.0497590235765,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Corrected fixed P95,CoreZone,exact,72.0,209.611545484,137.611545484,0.551521151557,False,True,True,0.949995247826,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Corrected fixed P95,DenseZone,exact,176.0,207.509035948,31.5090359478,0.126282280526,False,True,True,0.949995247826,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Corrected fixed P95,SparseZone,exact,239.770098214,249.512725115,9.74262690033,0.0390466133374,False,True,True,0.949995247826,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Corrected fixed P100,CoreZone,exact,80.0,209.611545484,129.611545484,0.519458658567,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Corrected fixed P100,DenseZone,exact,216.0,207.509035948,8.49096405216,0.0340301844255,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Corrected fixed P100,SparseZone,exact,276.557408145,249.512725115,27.0446830304,0.108389995011,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Retuned P95,CoreZone,exact,80.0,209.611545484,129.611545484,0.519458658567,False,True,True,0.949995247826,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Retuned P95,DenseZone,exact,192.0,207.509035948,15.5090359478,0.0621572945456,False,True,True,0.949995247826,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Retuned P95,SparseZone,exact,239.770098214,249.512725115,9.74262690033,0.0390466133374,False,True,True,0.949995247826,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Retuned P100,CoreZone,exact,80.0,209.611545484,129.611545484,0.519458658567,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Retuned P100,DenseZone,exact,216.0,207.509035948,8.49096405216,0.0340301844255,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image167,image167_obj3_d000441_300_050_2026-06-15_21-41-45,Retuned P100,SparseZone,exact,276.557408145,249.512725115,27.0446830304,0.108389995011,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Legacy control,CoreZone,legacy,153.937196575,384.880046248,230.942849673,0.514286835092,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Legacy control,DenseZone,legacy,309.994161246,384.147107239,74.1529459928,0.165131260662,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Legacy control,SparseZone,legacy,416.506610332,449.054562386,32.5479520539,0.0724810630605,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P95,CoreZone,exact,88.0,384.880046248,296.880046248,0.661122436147,False,True,True,0.950009310587,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P95,DenseZone,exact,360.0,384.147107239,24.1471072389,0.0537732143519,False,True,True,0.950009310587,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P95,SparseZone,exact,417.766681295,449.054562386,31.2878810916,0.0696750099261,False,True,True,0.950009310587,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P100,CoreZone,exact,88.0,384.880046248,296.880046248,0.661122436147,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P100,DenseZone,exact,408.0,384.147107239,23.8528927611,0.0531180278725,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P100,SparseZone,exact,475.820344248,449.054562386,26.7657818613,0.0596047431722,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Retuned P95,CoreZone,exact,128.0,384.880046248,256.880046248,0.57204640096,False,True,True,0.950009310587,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Retuned P95,DenseZone,exact,376.0,384.147107239,8.14710723888,0.0181428002771,False,True,True,0.950009310587,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Retuned P95,SparseZone,exact,417.766681295,449.054562386,31.2878810916,0.0696750099261,False,True,True,0.950009310587,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Retuned P100,CoreZone,exact,88.0,384.880046248,296.880046248,0.661122436147,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Retuned P100,DenseZone,exact,408.0,384.147107239,23.8528927611,0.0531180278725,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj1_d000442_300_063_2026-06-16_01-53-04,Retuned P100,SparseZone,exact,475.820344248,449.054562386,26.7657818613,0.0596047431722,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Legacy control,CoreZone,legacy,65.0935799357,135.148066949,70.0544870131,0.446424311633,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Legacy control,DenseZone,legacy,114.049106343,133.003759345,18.9546530023,0.120789092599,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Legacy control,SparseZone,legacy,150.510683025,156.923548265,6.41286524011,0.0408661753512,True,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P95,CoreZone,collapsed,88.0,135.148066949,47.1480669488,0.300452465358,False,True,True,0.950048916841,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P95,DenseZone,collapsed,88.0,133.003759345,45.0037593454,0.286787801085,False,True,False,0.950048916841,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P95,SparseZone,collapsed,147.566933966,156.923548265,9.35661429918,0.0596253041857,False,True,True,0.950048916841,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P100,CoreZone,collapsed,104.0,135.148066949,31.1480669488,0.198491987297,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P100,DenseZone,collapsed,104.0,133.003759345,29.0037593454,0.184827323025,False,True,False,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P100,SparseZone,collapsed,162.828130248,156.923548265,5.90458198306,0.0376271251087,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Retuned P95,CoreZone,exact,56.0,135.148066949,79.1480669488,0.504373421478,False,True,True,0.950048916841,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Retuned P95,DenseZone,exact,104.0,133.003759345,29.0037593454,0.184827323025,False,True,True,0.950048916841,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Retuned P95,SparseZone,exact,147.566933966,156.923548265,9.35661429918,0.0596253041857,False,True,True,0.950048916841,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Retuned P100,CoreZone,exact,56.0,135.148066949,79.1480669488,0.504373421478,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Retuned P100,DenseZone,exact,112.0,133.003759345,21.0037593454,0.133847083995,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj2_d000442_300_063_2026-06-16_01-53-04,Retuned P100,SparseZone,exact,162.828130248,156.923548265,5.90458198306,0.0376271251087,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Legacy control,CoreZone,legacy,65.8939509017,135.059246259,69.1652953572,0.451896696349,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Legacy control,DenseZone,legacy,114.146758177,133.052996716,18.9062385395,0.123525341607,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Legacy control,SparseZone,legacy,150.382472458,153.055545473,2.67307301457,0.0174647250206,True,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P95,CoreZone,collapsed,88.0,135.059246259,47.0592462588,0.307465150076,False,True,True,0.950234915047,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P95,DenseZone,collapsed,88.0,133.052996716,45.0529967162,0.29435716672,False,True,False,0.950234915047,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P95,SparseZone,collapsed,146.372811683,153.055545473,6.68273378983,0.0436621474197,True,True,True,0.950234915047,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P100,CoreZone,collapsed,104.0,135.059246259,31.0592462588,0.202927938108,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P100,DenseZone,collapsed,104.0,133.052996716,29.0529967162,0.189819954752,False,True,False,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Corrected fixed P100,SparseZone,collapsed,164.830215677,153.055545473,11.7746702037,0.076930699684,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":8,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Retuned P95,CoreZone,exact,48.0,135.059246259,87.0592462588,0.568808179997,False,True,True,0.950234915047,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Retuned P95,DenseZone,exact,96.0,133.052996716,37.0529967162,0.242088560736,False,True,True,0.950234915047,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Retuned P95,SparseZone,exact,146.372811683,153.055545473,6.68273378983,0.0436621474197,True,True,True,0.950234915047,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Retuned P100,CoreZone,exact,56.0,135.059246259,79.0592462588,0.516539574013,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Retuned P100,DenseZone,exact,120.0,133.052996716,13.0529967162,0.0852827427841,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
GanodermaSubsetEven,Ganoderma × glucose/yeast extract,image211,image211_obj3_d000442_300_063_2026-06-16_01-53-04,Retuned P100,SparseZone,exact,164.830215677,153.055545473,11.7746702037,0.076930699684,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.0,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,CoreZone,legacy,32.9528003378,38.2099463491,5.25714601125,0.0480671242675,True,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,DenseZone,legacy,75.0873452155,90.0777441991,14.9903989836,0.137060178512,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,SparseZone,legacy,123.866233583,109.370928496,14.4953050871,0.132533437235,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,CoreZone,exact,40.0,38.2099463491,1.79005365091,0.016366814066,True,True,True,0.950192449848,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,DenseZone,exact,88.0,90.0777441991,2.07774419911,0.018997225567,True,True,True,0.950192449848,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,SparseZone,exact,113.991227733,109.370928496,4.62029923702,0.0422443084334,True,True,True,0.950192449848,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,CoreZone,exact,40.0,38.2099463491,1.79005365091,0.016366814066,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,DenseZone,exact,104.0,90.0777441991,13.9222558009,0.127293934434,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,SparseZone,exact,133.958948936,109.370928496,24.5880204402,0.22481312702,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,CoreZone,exact,40.0,38.2099463491,1.79005365091,0.016366814066,True,True,True,0.950192449848,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
