,ObjectLabel,Bbox_CenterRR,Bbox_CenterCC,Bbox_MinRR,Bbox_MinCC,Bbox_MaxRR,Bbox_MaxCC,Grid_RowNum,Grid_ColNum,Grid_SectionNum,Size_Area,Size_IntegratedIntensity
35,36,617.715147453,1001.71849866,587,973,650,1031,3,5,41,2984.0,1348.9656051
36,37,619.023578811,1651.39793282,587,1622,652,1682,3,9,45,3096.0,1358.30916471
37,38,620.114993647,345.117217281,589,315,653,375,3,1,37,3148.0,1424.20406314
38,39,620.369904891,836.034307065,589,808,653,865,3,4,40,2944.0,1256.43260471
39,40,619.024650781,1813.59490551,590,1789,649,1840,3,10,46,2434.0,1051.49992392
40,41,621.791250431,507.410265243,592,479,653,537,3,2,38,2903.0,1235.72286588
41,42,625.152166378,162.390641248,596,134,656,191,3,0,36,2885.0,1325.86469725
42,43,619.533251232,1976.61083744,597,1955,643,1999,3,11,47,1624.0,683.871478039
43,44,632.073901206,680.196032672,604,654,662,708,3,3,39,2571.0,1073.32624824
44,45,642.855891371,1481.48926851,616,1457,671,1507,3,8,44,2283.0,961.510223137
45,46,791.936869415,1979.85154223,760,1948,826,2012,4,11,59,3469.0,1578.17342157
46,47,792.725259021,838.475884244,761,810,825,868,4,4,52,2799.0,1197.38025255
47,48,791.15124489,1015.09624675,762,988,822,1044,4,5,53,2691.0,1162.23892314
48,49,792.363385147,1653.63246978,763,1625,824,1683,4,9,57,2895.0,1273.01023961
49,50,791.624325446,1328.00581154,764,1303,821,1354,4,7,55,2409.0,1012.6784349
50,51,795.024782609,512.304782609,769,487,823,539,4,2,50,2300.0,975.146212157
51,52,790.774927114,1164.97900875,769,1143,814,1188,4,6,54,1715.0,638.829391765
52,53,789.209621993,343.240549828,771,331,810,357,4,1,49,582.0,196.698032941
53,54,798.371502368,689.656048214,773,664,827,717,4,3,51,2323.0,983.771858039
54,55,793.607174103,149.728783902,774,131,815,169,4,0,48,1143.0,401.450158824
55,56,803.681259601,1822.04070661,776,1796,834,1849,4,10,58,2604.0,1156.08445373
56,57,929.119032663,1490.84453518,898,1461,961,1522,5,8,68,3184.0,1405.26177529
57,58,929.720078483,1653.14094179,899,1624,962,1684,5,9,69,3058.0,1320.36769137
58,59,929.585531005,1816.52423378,900,1788,961,1846,5,10,70,2806.0,1252.68658784
59,60,929.180565627,1971.95395214,900,1944,960,2001,5,11,71,2758.0,1181.65928471
60,61,932.108631579,836.532210526,901,811,965,866,5,4,64,2375.0,968.859113333
61,62,929.452611219,1000.67930368,901,973,958,1029,5,5,65,2585.0,1101.44864157
62,63,928.608906526,1331.49426808,902,1307,956,1357,5,7,67,2268.0,958.388554118
63,64,933.575405215,349.136363636,903,320,965,378,5,1,61,2838.0,1254.36771608
64,65,929.42475068,1164.10244787,903,1139,957,1190,5,6,66,2206.0,968.006261569
65,66,932.605407689,161.485424588,905,135,961,188,5,0,60,2367.0,1050.29671843
66,67,924.959776536,516.032402235,907,498,945,535,5,2,62,895.0,331.298331373
67,68,1107.46641907,998.481275147,1075,968,1142,1031,6,5,77,3231.0,1426.83243725
68,69,1109.97947112,1488.51043841,1080,1460,1141,1519,6,8,80,2874.0,1287.01064784
69,70,1111.31878981,1814.54617834,1080,1785,1145,1845,6,10,82,3140.0,1341.8346902
70,71,1111.56319892,1977.50321925,1081,1949,1143,2008,6,11,83,2951.0,1248.9944698
71,72,1109.24614707,1325.22457067,1082,1300,1137,1352,6,7,79,2271.0,943.689507451
72,73,1106.31271676,171.002890173,1083,146,1131,198,6,0,72,1730.0,643.731665098
73,74,1109.52873563,1161.43854996,1083,1136,1138,1188,6,6,78,2262.0,957.026610588
74,75,1110.77286312,670.595935445,1089,648,1139,695,6,3,75,1673.0,660.338896863
75,76,1102.15740741,350.666666667,1096,345,1108,357,6,1,73,108.0,38.9281133333
76,77,1124.28534923,1651.13117547,1098,1625,1153,1678,6,9,81,2348.0,965.776000392
77,78,1269.4160541,161.321376066,1237,129,1303,194,7,0,84,3401.0,1472.79771137
78,79,1271.93245779,997.706781024,1237,965,1306,1031,7,5,89,3731.0,1586.96902196
79,80,1267.31889941,834.857916103,1238,812,1299,859,7,4,88,2217.0,928.401915686
80,81,1275.07374392,1977.11237169,1242,1944,1310,2011,7,11,95,3702.0,1618.88711882
81,82,1275.60892308,1163.42830769,1243,1133,1309,1194,7,6,90,3250.0,1400.29642157
82,83,1273.49443207,1321.22806236,1244,1292,1303,1346,7,7,91,2245.0,949.493126275
83,84,1274.95456042,1486.80507079,1244,1457,1306,1517,7,8,92,3037.0,1310.45680431
84,85,1276.90385706,1815.06920023,1244,1783,1312,1848,7,10,94,3526.0,1483.95983216
85,86,1276.39418081,1652.91236578,1246,1623,1307,1683,7,9,93,2887.0,1126.60304745
86,87,1279.27034979,510.864661654,1247,481,1313,541,7,2,86,3059.0,1315.35389255
87,88,1277.32774826,347.633837352,1250,321,1307,376,7,1,85,2447.0,1005.08038745
88,89,1279.79279628,673.276917119,1251,646,1309,702,7,3,87,2582.0,1069.04221922
0,1,173.521785714,646.935357143,142,619,207,676,0,3,3,2800.0,1181.06472824
1,2,179.79057117,325.188576609,146,295,215,356,0,1,1,3309.0,1478.55410667
2,3,180.599540833,497.654968842,148,469,214,527,0,2,2,3049.0,1352.81740902
3,4,185.790222938,970.381412839,148,937,223,1003,0,5,5,3723.0,1663.10273608
4,5,183.289354276,1613.88621291,151,1585,217,1645,0,9,9,2865.0,1189.83001137
5,6,190.566060979,1776.69910687,154,1748,226,1809,0,10,10,3247.0,1350.0206502
6,7,180.657060519,1915.95043228,154,1895,211,1937,0,11,11,1735.0,649.538891765
7,8,193.454794521,145.815616438,159,114,230,177,0,0,0,3650.0,1667.40691882
8,9,189.674790556,811.502284844,159,784,221,840,0,4,4,2626.0,1119.13260588
9,10,188.097419929,1454.93104982,160,1428,221,1482,0,8,8,2248.0,919.104798039
10,11,196.018270402,1296.65814048,166,1269,224,1326,0,7,7,2463.0,1049.50012667
11,12,189.378174331,1132.19492107,167,1112,213,1155,0,6,6,1457.0,565.781761176
12,13,331.246801347,1297.11010101,299,1270,365,1325,1,7,19,2970.0,1374.14702353
13,14,333.592131906,654.730112815,300,625,370,686,1,3,15,3457.0,1575.05976745
14,15,333.50874919,815.095593001,300,786,366,845,1,4,16,3086.0,1395.58618196
15,16,332.118766404,1457.38484252,300,1429,366,1486,1,8,20,3048.0,1378.87024157
16,17,332.736047275,1136.73374918,301,1108,367,1165,1,6,18,3046.0,1404.92855255
17,18,333.216480447,1617.90851955,301,1592,366,1645,1,9,21,2864.0,1269.07930275
18,19,334.980005968,1940.44136079,302,1910,368,1974,1,11,23,3351.0,1460.39910863
19,20,334.719479653,332.683122081,303,305,368,362,1,1,13,2998.0,1380.89578706
20,21,333.78933231,976.409056025,303,951,365,1003,1,5,17,2606.0,1124.60140118
21,22,336.904926108,497.255665025,309,473,370,521,1,2,14,2030.0,882.599247059
22,23,344.075726141,137.164591978,312,108,376,168,1,0,12,2892.0,1295.49473569
23,24,499.021546635,140.721959858,465,111,534,171,2,0,24,3388.0,1527.26945294
24,25,498.526029056,330.167372881,465,301,533,360,2,1,25,3304.0,1525.15564784
25,26,496.053726826,1457.96973137,466,1432,528,1484,2,8,32,2643.0,1162.45476353
26,27,496.029313544,1617.91836735,466,1592,527,1644,2,9,33,2695.0,1170.7164149
27,28,497.821466525,654.791710946,467,628,531,682,2,3,27,2823.0,1292.06796824
28,29,496.807436399,1776.96360078,468,1752,528,1802,2,10,34,2555.0,1051.20038627
29,30,496.533490566,815.61509434,469,793,525,839,2,4,28,2120.0,915.397034118
30,31,498.267085625,1939.66300079,470,1914,528,1968,2,11,35,2546.0,1026.19417333
31,32,497.434308663,1294.84222605,472,1275,526,1317,2,7,31,1743.0,702.921128627
32,33,495.423906346,1137.28897104,473,1117,520,1158,2,6,30,1623.0,637.105862353
33,34,506.867790019,988.775113415,486,968,529,1011,2,5,29,1543.0,653.601375294
34,35,634.933967248,1126.8372953,609,1105,662,1149,3,6,42,1893.0,787.377634118
35,36,645.028591599,1289.60430639,614,1263,678,1317,3,7,43,2833.0,1210.69425294
36,37,648.284319357,330.702757036,615,300,684,362,3,1,37,3482.0,1616.13879647
37,38,648.995337271,1616.23500155,615,1588,683,1646,3,9,45,3217.0,1406.15751843
38,39,648.895658028,814.0259172,616,787,683,844,3,4,40,2971.0,1295.38164157
39,40,649.975722188,491.544560541,617,462,684,522,3,2,38,3254.0,1412.60381843
40,41,649.30599473,977.355072464,617,950,684,1005,3,5,41,3036.0,1393.16611647
41,42,648.831908832,1776.18925519,620,1751,679,1802,3,10,46,2457.0,1037.89450784
42,43,654.555722892,150.44939759,621,121,689,181,3,0,36,3320.0,1574.77542588
43,44,648.589068826,1936.9104251,624,1915,677,1961,3,11,47,1976.0,825.671232549
44,45,659.55708731,662.104630612,629,636,692,690,3,3,39,2829.0,1207.24089098
45,46,673.407950472,1449.48550016,641,1422,707,1478,3,8,44,3069.0,1320.72590471
46,47,823.119229593,1937.62977683,790,1908,856,1970,4,11,59,3271.0,1385.81835333
47,48,824.301867912,990.406270847,792,962,857,1019,4,5,53,2998.0,1328.21765569
48,49,824.600193299,1618.0064433,792,1590,859,1647,4,9,57,3104.0,1368.91345294
49,50,824.816738339,816.363876943,793,789,858,845,4,4,52,3023.0,1323.92976157
50,51,824.592663355,1298.35727933,795,1273,856,1324,4,7,55,2617.0,1122.89847294
51,52,825.793129771,495.835114504,796,470,857,522,4,2,50,2620.0,1135.12935333
52,53,827.962610229,671.280776014,797,644,860,699,4,3,51,2835.0,1245.04251961
53,54,823.900925422,1137.9172564,799,1116,850,1160,4,6,54,1837.0,703.092560392
54,55,835.689105691,1783.47089431,803,1756,871,1811,4,10,58,3075.0,1349.74205216
55,56,822.951515152,145.883333333,805,133,844,159,4,0,48,660.0,237.345850196
56,57,840.36,326.2,836,322,846,331,4,1,49,50.0,17.6119835294
57,58,963.422501336,1456.94735436,928,1426,1000,1489,5,8,68,3742.0,1697.56983137
58,59,963.69118905,1616.97804391,929,1588,999,1647,5,9,69,3507.0,1545.45372706
59,60,963.273809524,1777.22844273,931,1750,999,1806,5,10,70,3108.0,1390.32283176
60,61,962.95601689,1929.56263195,931,1903,995,1959,5,11,71,2842.0,1174.70646157
61,62,965.746528804,333.728212703,932,304,1001,364,5,1,61,3385.0,1540.06501765
62,63,962.911324786,814.432692308,932,786,992,845,5,4,64,2808.0,1201.19790157
63,64,963.543269231,1136.35539941,932,1110,995,1163,5,6,66,2704.0,1228.39756745
64,65,962.883814395,1301.55242967,932,1275,995,1329,5,7,67,2737.0,1199.77100235
65,66,964.836857053,975.896812875,933,948,999,1005,5,5,65,3169.0,1402.56558824
66,67,958.54021121,501.497156783,936,482,983,521,5,2,62,1231.0,485.770470588
67,68,966.212024048,148.499799599,937,123,997,175,5,0,60,2495.0,1125.39156471
68,69,964.132075472,641.41509434,950,632,981,652,5,3,63,265.0,95.7322811765
69,70,1143.98684829,335.258337248,1107,312,1181,357,6,1,73,2129.0,920.245038431
70,71,1145.14540541,973.11972973,1108,943,1183,1006,6,5,77,3700.0,1713.65157529
71,72,1145.79207921,1454.15211521,1112,1426,1181,1484,6,8,80,3333.0,1546.84196392
72,73,1146.03580563,1774.10599602,1112,1745,1183,1805,6,10,82,3519.0,1538.27784902
73,74,1146.59140187,1133.28859813,1116,1108,1178,1160,6,6,78,2675.0,1182.76214275
74,75,1145.61457929,1294.89104304,1116,1271,1178,1320,6,7,79,2579.0,1136.50940824
75,76,1144.7350696,652.114952851,1117,627,1173,678,6,3,75,2227.0,981.805379608
76,77,1143.04904306,157.199162679,1118,136,1167,183,6,0,72,1672.0,659.174243137
77,78,1148.35010373,1931.41286307,1121,1910,1177,1953,6,11,83,1928.0,775.140332549
78,79,1159.77557866,1614.3482053,1128,1586,1194,1643,6,9,81,2981.0,1286.02723569
79,80,1151.32989691,507.793814433,1147,503,1158,516,6,2,74,97.0,33.9072384314
80,81,1308.42405945,147.29911751,1270,113,1347,182,7,0,84,4306.0,2042.4781498
81,82,1304.30290598,811.208888889,1274,784,1340,840,7,4,88,2925.0,1296.83155451
82,83,1312.8141953,971.132685353,1274,937,1352,1006,7,5,89,4424.0,2050.33548902
83,84,1311.45794393,1291.57701627,1277,1264,1342,1320,7,7,91,2889.0,1298.99181647
84,85,1314.41722365,331.276092545,1278,299,1352,363,7,1,85,3890.0,1778.57817765
85,86,1315.71373679,493.193804035,1278,460,1355,527,7,2,86,4164.0,1947.73642157
86,87,1315.44712384,1134.78095956,1278,1103,1353,1167,7,6,90,3981.0,1843.16657373
87,88,1314.61536465,1773.43057358,1278,1742,1352,1805,7,10,94,3853.0,1696.77225176
88,89,1313.3154266,1451.25567366,1279,1421,1349,1482,7,8,92,3481.0,1602.59419137
89,90,1315.62316716,653.438123167,1282,624,1351,683,7,3,87,3410.0,1534.11035843
90,91,1314.82060334,1614.10333761,1282,1585,1349,1643,7,9,93,3116.0,1347.05728235
91,92,1319.71710161,1930.03692393,1282,1900,1357,1960,7,11,95,3602.0,1480.22368588
0,1,34.8957871397,158.399113082,21,145,49,171,0,0,0,451.0,122.916263922
1,2,173.120517928,1904.69073705,146,1884,200,1927,0,11,11,2008.0,742.751453725
2,3,186.1686011,1761.71441662,154,1728,222,1794,1,10,22,3274.0,1303.18818784
3,4,196.933448361,952.838797141,161,918,235,987,1,5,17,4057.0,1695.19090196
4,5,194.301856073,629.879843699,162,601,228,659,1,3,15,3071.0,1179.77445725
5,6,190.917953242,1439.99205999,162,1416,224,1463,1,8,20,2267.0,860.208328627
6,7,206.557231349,309.192835982,168,278,243,342,1,1,13,3713.0,1454.24474118
7,8,200.886715867,1280.70516605,170,1254,234,1307,1,7,19,2710.0,1088.43326275
8,9,205.202597403,480.655699856,172,449,241,512,1,2,14,3465.0,1368.0044651
9,10,204.244589488,792.720714531,172,764,237,822,1,4,16,2911.0,1148.12794275
10,11,196.127948535,1117.49035025,176,1097,220,1138,1,6,18,1399.0,492.946267843
11,12,221.767414051,130.465171898,190,100,255,163,1,0,12,3345.0,1316.25104471
12,13,327.140786172,1927.28408141,293,1896,362,1962,1,11,23,3587.0,1546.16228078
13,14,332.576980015,1602.09474463,302,1576,365,1629,1,9,21,2702.0,1108.22594627
14,15,352.458183011,634.4319449,321,606,385,664,2,3,27,3049.0,1237.07809765
15,16,357.987673344,475.476117103,329,452,387,498,2,2,26,1947.0,733.524055686
16,17,360.136258661,313.354118553,332,287,391,341,2,1,25,2598.0,1048.05813451
17,18,373.392461197,118.734294161,344,90,404,149,2,0,24,2706.0,1023.45280118
18,19,490.832594235,1930.66629712,461,1905,523,1958,2,11,35,2706.0,1071.28870431
19,20,493.563324011,1765.25129844,465,1740,524,1790,2,10,34,2503.0,985.301542745
20,21,496.853090601,1604.8530906,469,1580,527,1630,2,9,33,2362.0,961.878737647
21,22,500.990913025,1443.41151017,473,1419,530,1469,2,8,32,2311.0,941.229979608
22,23,502.974128234,1283.12598425,478,1263,528,1306,2,7,31,1778.0,646.096870196
23,24,506.865829478,1121.22802379,485,1101,530,1142,2,6,30,1513.0,546.013570196
24,25,513.299566631,798.516793066,489,776,539,821,2,4,28,1846.0,717.296245882
25,26,522.881714876,973.23088843,499,950,548,997,2,5,29,1936.0,767.870183137
26,27,642.642052079,1767.19277108,612,1741,674,1795,3,10,46,2573.0,1026.54529529
27,28,640.277963272,1929.66652755,612,1905,670,1956,3,11,47,2396.0,986.395429412
28,29,647.372817955,1606.20978803,614,1577,682,1637,3,9,45,3208.0,1321.44131608
29,30,643.491721024,1113.84445559,618,1090,670,1138,3,6,42,1993.0,761.891727451
30,31,650.174893756,1277.67342269,618,1249,683,1308,3,7,43,3059.0,1221.92636549
31,32,660.485993925,963.404657442,629,934,693,993,3,5,41,2963.0,1240.8032498
32,33,664.241239892,799.850404313,633,771,697,830,3,4,40,2968.0,1155.06328078
33,34,671.454421769,477.004761905,642,448,703,508,3,2,38,2940.0,1164.56498078
34,35,674.031334232,315.414083558,645,287,706,345,3,1,37,2968.0,1227.53077843
35,36,675.2532442,1438.05505309,646,1412,706,1465,3,8,44,2543.0,1013.00385608
36,37,678.12805122,648.245298119,650,622,707,676,3,3,39,2499.0,955.263284314
37,38,684.558679707,135.059290954,653,104,718,167,3,0,36,3272.0,1315.29854471
38,39,811.654592497,1934.21500647,773,1903,850,1968,4,11,59,3865.0,1641.11065098
39,40,821.762824783,1611.12624917,788,1583,855,1640,4,9,57,3002.0,1252.68205804
40,41,829.723214286,1778.57108516,799,1751,863,1807,4,10,58,2912.0,1214.34285059
41,42,828.287301587,1289.3515873,800,1263,858,1317,4,7,55,2520.0,1009.75584235
42,43,837.906377205,805.045793758,807,777,870,835,4,4,52,2948.0,1173.90339294
43,44,835.157384988,979.050443906,808,953,864,1006,4,5,53,2478.0,1006.39672353
44,45,831.744544971,1127.79616817,808,1105,858,1152,4,6,54,1879.0,656.945549412
45,46,845.950941743,483.685939553,820,458,874,510,4,2,50,2283.0,895.782952157
46,47,845.505363036,659.285478548,820,633,874,687,4,3,51,2424.0,958.945780784
47,48,850.231441048,308.323144105,833,298,866,318,4,1,49,458.0,149.548994118
48,49,852.198958333,124.613541667,836,105,872,148,4,0,48,960.0,294.340321569
49,50,947.793834297,1927.29755023,908,1899,987,1957,5,11,71,3633.0,1476.53559529
50,51,956.975232198,1774.69102167,923,1745,992,1805,5,10,70,3230.0,1374.5886698
51,52,960.563252128,1612.69621368,927,1582,996,1644,5,9,69,3407.0,1412.89364314
52,53,963.543036889,1451.58021161,929,1420,998,1484,5,8,68,3497.0,1488.39537137
53,54,966.046963563,1294.71012146,938,1268,995,1322,5,7,67,2470.0,998.252397647
54,55,970.550202429,1128.82064777,943,1103,1000,1157,5,6,66,2470.0,1032.86391137
55,56,974.15210728,968.66091954,944,944,1005,996,5,5,65,2610.0,1069.01065098
56,57,978.427721866,808.386550778,949,782,1008,835,5,4,64,2186.0,856.220133725
57,58,970.491089109,492.300990099,959,477,984,511,5,2,62,505.0,177.853656863
58,59,989.926083866,323.227789623,961,294,1020,353,5,1,61,2814.0,1149.58624039
59,60,993.240730493,138.891532928,970,116,1018,163,5,0,60,1807.0,704.069632157
60,61,995.945652174,633.5,988,627,1005,641,5,3,63,184.0,64.705305098
61,62,1127.82283105,1933.5716895,1090,1908,1167,1964,6,11,83,3285.0,1314.87541569
62,63,1139.7568323,1775.22049689,1108,1746,1174,1806,6,10,82,3220.0,1344.94169176
63,64,1145.26399027,1451.84458637,1112,1422,1179,1483,6,8,80,3288.0,1431.93523608
64,65,1154.32733813,967.357221915,1120,935,1189,1001,6,5,77,3614.0,1545.66956667
65,66,1148.75038168,1290.9740458,1120,1264,1179,1319,6,7,79,2620.0,1065.26612706
66,67,1152.74269871,1128.82033272,1124,1101,1183,1158,6,6,78,2705.0,1106.8781749
67,68,1155.55691836,1613.74128018,1126,1587,1187,1642,6,9,81,2609.0,1040.31556157
68,69,1160.95018622,645.404562384,1136,620,1189,672,6,3,75,2148.0,857.437775686
69,70,1169.85013441,151.023521505,1147,130,1195,172,6,0,72,1488.0,506.78447098
70,71,1172.54465753,317.317260274,1148,292,1193,351,6,1,73,1825.0,704.324726667
71,72,1292.44808878,1933.37188656,1252,1902,1335,1968,7,11,95,4055.0,1712.20629373
72,73,1307.27724403,1779.26928356,1272,1748,1345,1812,7,10,94,3643.0,1556.3842102
73,74,1309.09024896,1617.29633472,1276,1591,1346,1646,7,9,93,2892.0,1173.72357294
74,75,1311.75659051,1453.55946104,1277,1424,1348,1485,7,8,92,3414.0,1501.46251882
75,76,1313.01388889,1290.05401235,1281,1264,1344,1318,7,7,91,2592.0,1089.60826471
76,77,1321.11653956,968.67564347,1285,934,1358,1005,7,5,89,4196.0,1823.01937255
77,78,1320.30769231,1133.98136811,1285,1104,1357,1167,7,6,90,3757.0,1645.03521686
78,79,1321.52327221,808.958744711,1292,778,1356,840,7,4,88,2836.0,1167.36546784
79,80,1334.09477707,489.124076433,1300,455,1370,524,7,2,86,3925.0,1687.59462902
80,81,1330.60605134,649.102689487,1300,619,1364,681,7,3,87,3272.0,1366.2594451
81,82,1332.41631182,142.694398952,1302,115,1365,175,7,0,84,3053.0,1214.10739333
82,83,1337.51120567,326.035177305,1305,292,1372,360,7,1,85,3525.0,1441.44145098
0,1,169.078618421,671.3125,140,642,201,703,0,3,3,3040.0,1129.01969804
1,2,176.335601524,344.264833968,142,312,211,379,0,1,1,3674.0,1418.3954549
2,3,176.758317807,1648.30263508,142,1616,215,1680,0,9,9,3757.0,1451.62039686
3,4,179.288909599,996.132805219,143,960,218,1031,0,5,5,4292.0,1710.9360502
4,5,182.214699745,1810.08138187,144,1776,224,1844,0,10,10,4313.0,1705.91140549
5,6,177.206528018,520.105719237,145,489,212,553,0,2,2,3462.0,1337.69600549
6,7,173.331508003,1955.40985678,146,1929,202,1982,0,11,11,2374.0,878.249025098
7,8,181.416107383,1486.68368836,148,1456,217,1517,0,8,8,3427.0,1283.06670549
8,9,182.90518991,836.097129603,151,804,217,868,0,4,4,3449.0,1314.08992824
9,10,189.949401795,164.25997009,153,130,226,200,0,0,0,4012.0,1605.19269647
10,11,189.338465298,1325.7111437,153,1292,227,1360,0,7,7,4092.0,1611.43311686
11,12,181.265453006,1161.30736664,154,1135,211,1187,0,6,6,2362.0,876.235592157
12,13,325.951109778,674.648170366,294,644,360,707,1,3,15,3334.0,1366.66470353
13,14,326.017105263,1161.84736842,295,1134,359,1192,1,6,18,3040.0,1273.25190784
14,15,324.52245345,1324.0898138,295,1297,356,1352,1,7,19,2739.0,1156.63500667
15,16,325.332858669,1486.40761837,295,1459,357,1515,1,8,20,2809.0,1169.42128039
16,17,327.49702101,1976.00689871,295,1945,361,2007,1,11,23,3189.0,1342.62223216
17,18,326.678521618,836.963389121,296,809,359,866,1,4,16,2868.0,1174.49402588
18,19,327.96583951,349.84241057,298,320,360,381,1,1,13,3103.0,1271.02809059
19,20,326.001510574,1649.76132931,298,1623,357,1678,1,9,21,2648.0,1096.93179647
20,21,326.642072214,999.028257457,299,973,357,1026,1,5,17,2548.0,998.294798431
21,22,328.528946066,512.206828303,301,488,357,536,1,2,14,2021.0,784.71194902
22,23,336.272646798,152.240188846,303,121,370,184,1,0,12,3389.0,1360.88141333
23,24,488.936472347,155.2122571,451,122,526,190,2,0,24,4014.0,1609.3541749
24,25,488.978079654,347.78326644,458,318,523,379,2,1,25,3239.0,1353.81828
25,26,488.480189022,675.435478008,460,648,520,704,2,3,27,2751.0,1146.41629451
26,27,487.079767345,1651.36643124,460,1626,516,1678,2,9,33,2407.0,981.839617255
27,28,487.493853328,1488.83679525,461,1464,516,1515,2,8,32,2359.0,959.568432941
28,29,487.336898396,1813.20187166,461,1789,515,1838,2,10,34,2244.0,891.237788235
29,30,488.220425532,1977.26255319,461,1952,517,2003,2,11,35,2350.0,937.154552941
30,31,487.949726776,838.104371585,464,817,514,861,2,4,28,1830.0,734.666938824
31,32,487.49115566,1325.81898585,464,1304,514,1348,2,7,31,1696.0,651.894329804
32,33,487.390998594,1163.36005626,467,1144,509,1184,2,6,30,1422.0,522.794897647
33,34,498.810243493,1011.75566751,480,994,520,1031,2,5,29,1191.0,461.263850588
34,35,623.450620934,1153.67297457,600,1132,647,1175,3,6,42,1691.0,660.836776471
35,36,633.345611015,1318.66333907,603,1290,665,1348,3,7,43,2905.0,1158.09452902
36,37,636.037037037,349.457254247,604,317,671,383,3,1,37,3591.0,1542.92595569
37,38,637.115535248,511.618146214,607,482,669,542,3,2,38,3064.0,1234.04255569
38,39,636.416579224,838.22455404,607,810,669,867,3,4,40,2859.0,1143.86821804
39,40,636.641574586,1001.96477901,607,973,669,1031,3,5,41,2896.0,1232.01655686
40,41,637.128823929,1650.68898708,607,1622,669,1680,3,9,45,2942.0,1225.62461098
41,42,636.165610143,1812.73692552,608,1787,666,1841,3,10,46,2524.0,1037.39646784
42,43,642.804838271,167.71296548,609,134,678,202,3,0,36,3679.0,1599.82548039
43,44,635.719323671,1975.29468599,610,1952,663,2000,3,11,47,2070.0,865.570597647
44,45,647.129254164,684.748732802,618,658,679,714,3,3,39,2762.0,1086.33744118
45,46,661.018306636,1481.07055683,632,1454,691,1509,3,8,44,2622.0,1058.85545882
46,47,808.445172825,1978.6579261,776,1948,843,2010,4,11,59,3356.0,1453.65838431
47,48,808.909634318,841.13326301,779,813,840,871,4,4,52,2844.0,1160.2879298
48,49,808.884924799,1015.92409934,779,988,841,1046,4,5,53,2859.0,1184.19191529
49,50,809.616451933,1653.17277833,779,1624,842,1683,4,9,57,3027.0,1275.31398392
50,51,809.513298928,1328.46963081,782,1303,839,1356,4,7,55,2519.0,1021.37004549
51,52,809.844848485,517.155555556,783,490,839,545,4,2,50,2475.0,998.678246667
52,53,812.80781196,694.424127204,783,666,845,724,4,3,51,2893.0,1189.05639647
53,54,809.688166012,1165.98597869,787,1144,834,1189,4,6,54,1783.0,657.098287451
54,55,808.784149485,156.510309278,788,132,831,182,4,0,48,1552.0,553.448298824
55,56,810.353949786,359.946723821,790,336,835,388,4,1,49,1633.0,568.028053333
56,57,820.369824561,1821.7322807,791,1794,852,1850,4,10,58,2850.0,1215.77731843
57,58,946.262853842,1490.80762565,913,1459,980,1523,5,8,68,3462.0,1480.8924051
58,59,946.755240626,1653.38204901,914,1622,980,1685,5,9,69,3387.0,1421.29398549
59,60,945.519467554,1971.67687188,914,1943,977,2001,5,11,71,3005.0,1238.95942784
60,61,946.454903247,1816.34667104,916,1787,979,1846,5,10,70,3049.0,1321.09150157
61,62,948.28782636,354.584775087,917,325,981,386,5,1,61,3179.0,1343.97722784
62,63,932.74432497,516.200716846,918,496,947,537,5,2,62,837.0,311.073045098
63,64,947.039647577,1002.86784141,918,976,978,1031,5,5,65,2724.0,1127.4841651
64,65,945.790046006,1332.65453785,919,1307,974,1359,5,7,67,2391.0,982.46718549
65,66,947.394422311,841.022709163,920,813,978,869,5,4,64,2510.0,993.610536078
66,67,946.596520298,1166.05840928,920,1140,975,1193,5,6,66,2414.0,1032.97924745
67,68,948.697130243,167.286092715,921,143,977,193,5,0,60,2265.0,948.359397647
68,69,960.042016807,671.966386555,953,667,968,678,5,3,63,119.0,41.9765898039
69,70,1124.96783889,1000.79891794,1093,970,1160,1032,6,5,77,3327.0,1439.97540039
70,71,1126.77547719,1488.92494338,1096,1459,1159,1520,6,8,80,3091.0,1355.38272118
71,72,1128.18296623,1814.65315712,1096,1784,1162,1847,6,10,82,3405.0,1455.10614706
72,73,1128.45676692,1977.58991228,1097,1948,1161,2008,6,11,83,3192.0,1329.07222235
73,74,1122.69072165,176.908934708,1098,154,1149,200,6,0,72,1746.0,638.22893451
74,75,1122.99502262,354.435294118,1098,321,1151,385,6,1,73,2210.0,892.968383922
75,76,1124.05709267,677.543258674,1098,652,1152,703,6,3,75,2277.0,952.792945098
76,77,1126.29215766,1326.55140187,1098,1300,1156,1354,6,7,79,2461.0,1016.84491294
77,78,1126.88460008,1163.51532033,1099,1136,1156,1191,6,6,78,2513.0,1043.31692118
78,79,1141.04658152,1651.51427498,1112,1624,1172,1680,6,9,81,2662.0,1101.26866902
79,80,1142.93103448,516.456896552,1136,511,1150,524,6,2,74,116.0,38.91794
80,81,1286.06158747,170.199893815,1251,137,1322,204,7,0,84,3767.0,1615.57163843
81,82,1282.61687764,838.137974684,1255,810,1312,865,7,4,88,2370.0,985.672767843
82,83,1290.83242304,1000.29294935,1255,966,1328,1035,7,5,89,4028.0,1746.74185255
83,84,1292.55954677,1977.21576663,1256,1943,1330,2013,7,11,95,4148.0,1833.1270251
84,85,1290.41785958,1324.66359918,1258,1295,1321,1355,7,7,91,2934.0,1243.94319529
