,ObjectLabel,Bbox_CenterRR,Bbox_CenterCC,Bbox_MinRR,Bbox_MinCC,Bbox_MaxRR,Bbox_MaxCC,Grid_RowNum,Grid_ColNum,Grid_SectionNum,Size_Area,Size_IntegratedIntensity
0,1,3.07142857143,182.626984127,0,174,10,193,0,0,0,126.0,34.6166141176
1,2,105.31372549,299.941176471,101,295,111,306,0,1,1,51.0,14.5814807843
2,3,146.067464115,634.450717703,119,611,174,659,0,3,3,2090.0,613.200891373
3,4,148.39654321,1606.54222222,121,1585,178,1629,0,9,9,2025.0,737.774866667
4,5,153.518557423,957.68662465,123,930,186,986,0,5,5,2856.0,1087.26475059
5,6,152.781439722,1767.82610581,124,1741,182,1794,0,10,10,2306.0,845.276318824
6,7,144.220207254,1911.82124352,125,1896,166,1930,0,11,11,1158.0,327.113984706
7,8,154.888347544,484.808769793,126,460,186,511,0,2,2,2463.0,879.730081569
8,9,153.712039046,1446.18058568,127,1426,182,1468,0,8,8,1844.0,661.693942353
9,10,158.242028986,797.973429952,131,775,187,822,0,4,4,2070.0,745.650913333
10,11,161.285428142,1285.94692038,135,1263,190,1308,0,7,7,1997.0,742.09646
11,12,142.892307692,1122.35384615,138,1119,149,1126,0,6,6,65.0,17.3039992157
12,13,296.129864253,1282.6199095,268,1259,325,1307,1,7,19,2210.0,878.385783137
13,14,296.160355306,1444.38382422,269,1422,325,1468,1,8,20,2139.0,767.346876471
14,15,295.263380282,1931.6971831,269,1908,323,1957,1,11,23,2130.0,776.715563137
15,16,295.571125265,1606.17675159,270,1585,322,1628,1,9,21,1884.0,647.719656863
16,17,299.624245239,1121.70413377,273,1098,328,1146,1,6,18,2153.0,832.816236471
17,18,302.01415303,637.069438302,274,613,331,662,1,3,15,2261.0,836.506637647
18,19,305.074100212,479.596330275,275,460,329,504,1,2,14,1417.0,418.369487843
19,20,302.669287212,798.741090147,278,777,330,822,1,4,16,1908.0,712.646700784
20,21,306.499038462,315.136057692,281,292,334,339,1,1,13,2080.0,772.865661961
21,22,301.159399571,961.215868477,281,941,322,981,1,5,17,1399.0,429.675570588
22,23,317.220504009,121.806414662,293,99,342,146,1,0,12,1746.0,506.599720392
23,24,376.375,531.994791667,360,524,390,542,2,2,26,384.0,104.377756078
24,25,458.795235394,1767.67158253,434,1747,484,1788,2,10,34,1763.0,622.815988235
25,26,458.502094554,1933.7839617,435,1915,485,1954,2,11,35,1671.0,569.259395294
26,27,460.203589109,1607.0519802,437,1587,485,1627,2,9,33,1616.0,594.243471373
27,28,462.238636364,1445.62626263,439,1426,486,1466,2,8,32,1584.0,583.353543922
28,29,468.989773233,312.437083148,442,288,498,338,2,1,25,2249.0,858.660567451
29,30,459.458281445,1286.89041096,443,1271,483,1304,2,7,31,803.0,228.52799451
30,31,470.190541155,123.509777171,444,99,498,149,2,0,24,2199.0,779.026608235
31,32,465.831034483,800.017241379,445,780,488,821,2,4,28,1450.0,453.884074118
32,33,464.030438675,1124.00537153,445,1105,483,1142,2,6,30,1117.0,326.413805882
33,34,456.090909091,602.0,451,597,462,610,2,3,27,99.0,28.23998
34,35,478.089285714,973.985449735,457,954,501,995,2,5,29,1512.0,536.745418039
35,36,599.548543689,1112.92354369,577,1091,624,1135,3,6,42,1648.0,537.493419608
36,37,608.289940828,1276.34911243,580,1252,637,1302,3,7,43,2366.0,863.075121961
37,38,609.712955466,1606.16842105,580,1581,640,1632,3,9,45,2470.0,940.859321176
38,39,607.176626826,1766.62350598,583,1746,631,1787,3,10,46,1506.0,466.000519608
39,40,608.10883905,1929.18007916,586,1909,631,1951,3,11,47,1516.0,482.914441569
40,41,615.024567789,961.820291174,588,937,643,987,3,5,41,2198.0,842.700481569
41,42,616.51801406,797.608963093,589,772,646,824,3,4,40,2276.0,786.166094118
42,43,619.314822547,474.211273486,592,449,648,501,3,2,38,2395.0,883.987724314
43,44,619.072010287,312.958422632,593,288,648,339,3,1,37,2333.0,899.117081961
44,45,626.36128759,133.10969928,599,107,655,159,3,0,36,2361.0,884.132936863
45,46,627.760583942,646.513381995,601,623,654,671,3,3,39,2055.0,723.263017255
46,47,635.709183673,1437.59353741,612,1416,661,1460,3,8,44,1764.0,588.099904314
47,48,779.87035106,1932.455683,745,1907,814,1960,4,11,59,2877.0,1115.38465961
48,49,789.418260556,801.534464092,754,774,822,828,4,4,52,2771.0,998.252594118
49,50,785.402460457,1608.92267135,758,1585,815,1634,4,9,57,2276.0,845.84088549
50,51,787.849639547,1286.19052523,763,1263,814,1310,4,7,55,1942.0,668.574196863
51,52,790.166754897,974.994176813,766,952,816,998,4,5,53,1889.0,665.729192549
52,53,789.357420357,1126.57808858,768,1106,811,1146,4,6,54,1287.0,361.669307059
53,54,795.294444444,1776.06388889,768,1753,824,1800,4,10,58,2160.0,801.197214902
54,55,793.786229508,480.249836066,774,458,815,503,4,2,50,1525.0,450.54036549
55,56,795.128908743,655.849393746,775,634,817,679,4,3,51,1567.0,492.823207451
56,57,915.193965517,1923.70517241,883,1903,948,1947,5,11,71,2320.0,780.359498431
57,58,921.900803213,1770.74136546,892,1746,952,1797,5,10,70,2490.0,1005.27740941
58,59,923.21645521,1609.00807382,893,1583,954,1636,5,9,69,2601.0,985.875672157
59,60,924.689429713,1447.45949873,894,1420,956,1475,5,8,68,2753.0,1092.68834235
60,61,924.979306777,1290.14174858,900,1267,951,1314,5,7,67,1933.0,648.187782353
61,62,928.493728048,963.572503763,902,943,956,987,5,5,65,1993.0,734.295182745
62,63,926.941326531,1124.43418367,903,1101,953,1149,5,6,66,1960.0,636.563291373
63,64,929.35532646,804.169072165,905,782,955,825,5,4,64,1455.0,459.729353333
64,65,935.20787037,316.924074074,910,292,962,343,5,1,61,2160.0,798.319614118
65,66,935.045454545,133.685606061,915,114,956,154,5,0,60,1320.0,395.866120784
66,67,1097.75802343,1928.43148242,1068,1910,1128,1951,6,11,83,1963.0,635.962917255
67,68,1106.59150327,1444.55555556,1078,1419,1136,1471,6,8,80,2448.0,935.154772157
68,69,1105.00431448,1767.83125599,1078,1744,1133,1793,6,10,82,2086.0,732.091652941
69,70,1109.3084223,959.142348754,1080,933,1139,986,6,5,77,2529.0,989.342256863
70,71,1109.61478218,1120.83798336,1085,1097,1135,1146,6,6,78,2043.0,677.228862745
71,72,1108.09173273,1283.71970555,1086,1261,1132,1307,6,7,79,1766.0,542.971143137
72,73,1110.28378378,636.822734499,1092,616,1130,659,6,3,75,1258.0,350.783431765
73,74,1118.69334148,1606.48442272,1095,1585,1143,1629,6,9,81,1637.0,504.855578039
74,75,1120.10126582,326.759493671,1112,321,1128,333,6,1,73,158.0,45.4277941176
75,76,1261.06944444,1925.92777778,1226,1901,1298,1953,7,11,95,2880.0,1112.35294078
76,77,1272.147021,1770.23531933,1243,1746,1303,1795,7,10,94,2333.0,900.609662745
77,78,1272.49308557,1444.46585998,1244,1421,1304,1469,7,8,92,2314.0,903.386048235
78,79,1275.33231358,958.330783939,1247,932,1307,986,7,5,89,2615.0,1020.51471059
79,80,1275.61080485,1610.31753032,1248,1589,1299,1629,7,9,93,907.0,281.345837255
80,81,1276.36417774,1124.28034814,1249,1102,1305,1149,7,6,90,2183.0,808.392692157
81,82,1275.53924731,133.336021505,1252,111,1300,158,7,0,84,1860.0,653.766052941
82,83,1273.83708709,798.412912913,1253,778,1300,819,7,4,88,1332.0,432.849160784
83,84,1281.98339768,477.232046332,1254,450,1311,505,7,2,86,2590.0,997.163364706
84,85,1280.45187053,637.905002102,1254,612,1308,665,7,3,87,2379.0,894.485695294
85,86,1272.65578111,1280.51809356,1255,1263,1294,1301,7,7,91,1133.0,362.057887451
86,87,1282.81343622,315.294598275,1257,289,1309,342,7,1,85,2203.0,754.919479216
0,1,186.305512422,1694.04541925,157,1668,219,1720,0,9,9,2576.0,896.832173333
1,2,185.02531063,390.460193281,159,366,212,417,0,1,1,2173.0,745.698343922
2,3,187.46351243,1042.49278268,159,1016,218,1069,0,5,5,2494.0,901.505613725
3,4,185.315657829,565.631315658,160,542,212,591,0,2,2,1999.0,683.98503451
4,5,192.242955065,1855.90060929,161,1830,225,1882,0,10,10,2626.0,940.083378824
5,6,190.714406066,1533.11541702,162,1508,221,1558,0,8,8,2374.0,810.419549412
6,7,182.811909263,2000.19565217,165,1984,204,2017,0,11,11,1058.0,307.886279608
7,8,191.150933872,882.305906108,167,859,217,907,0,4,4,1981.0,680.45146549
8,9,198.796610169,210.236047954,170,185,228,238,0,0,0,2419.0,861.762150196
9,10,198.365704998,1371.71190573,170,1346,228,1398,0,7,7,2461.0,877.070644706
10,11,186.784126984,706.755555556,175,695,200,717,0,3,3,315.0,89.015525098
11,12,332.502063983,1370.02218782,307,1348,360,1393,1,7,19,1938.0,745.652966667
12,13,334.442348008,1207.74004193,308,1186,362,1230,1,6,18,1908.0,716.585303922
13,14,333.964190273,1532.53714591,309,1511,361,1555,1,8,20,1871.0,655.139009804
14,15,334.765425803,720.606323304,310,698,361,744,1,3,15,1961.0,697.215788235
15,16,335.162100457,882.95890411,310,862,361,905,1,4,16,1752.0,633.652204706
16,17,336.781862745,395.423039216,312,372,363,420,1,1,13,2040.0,742.71130902
17,18,334.638613861,1695.57920792,312,1675,359,1717,1,9,21,1616.0,558.445199216
18,19,337.063283582,2021.31164179,313,2000,361,2044,1,11,23,1675.0,607.361710588
19,20,335.723802395,1044.42739521,315,1026,358,1064,1,5,17,1336.0,395.331000784
20,21,346.746381372,198.13971051,323,177,372,219,1,0,12,1589.0,479.163858039
21,22,340.729323308,550.157894737,333,544,349,559,1,2,14,133.0,38.1759352941
22,23,498.65135895,202.782567948,472,179,526,228,2,0,24,2134.0,781.031906275
23,24,497.622943112,393.38787024,472,370,525,418,2,1,25,2127.0,804.020605882
24,25,497.30097561,720.905365854,472,698,524,745,2,3,27,2050.0,756.581587843
25,26,496.247311828,1697.23319892,474,1678,519,1718,2,9,33,1488.0,548.419357255
26,27,496.546693933,1534.75664622,475,1516,519,1555,2,8,32,1467.0,535.853585098
27,28,497.3125,1858.78024194,475,1839,520,1879,2,10,34,1488.0,523.264588235
28,29,499.021970706,2022.79693742,476,2003,523,2043,2,11,35,1502.0,513.669698039
29,30,497.635638298,883.680851064,478,867,518,901,2,4,28,1128.0,347.662060392
30,31,495.937804878,1372.18414634,479,1355,515,1388,2,7,31,820.0,242.873707059
31,32,496.45,1209.38333333,480,1193,514,1227,2,6,30,900.0,260.63562
32,33,507.189710611,1057.3585209,493,1045,523,1071,2,5,29,622.0,212.105332549
33,34,633.480754124,1199.55852317,613,1181,656,1218,3,6,42,1273.0,399.546939608
34,35,642.820175439,1364.49805068,617,1341,670,1389,3,7,43,2052.0,731.840297647
35,36,645.35475793,395.06427379,619,369,674,422,3,1,37,2396.0,932.898513333
36,37,646.807657658,557.262162162,621,532,674,583,3,2,38,2220.0,818.386724706
37,38,645.646645022,883.957792208,621,862,672,907,3,4,40,1848.0,619.203411373
38,39,646.253362023,1047.53792361,621,1025,674,1070,3,5,41,1859.0,686.472115686
39,40,646.723851417,1696.21212121,621,1673,674,1720,3,9,45,2046.0,767.022878039
40,41,651.937810945,213.819237148,624,188,681,241,3,0,36,2412.0,940.015544314
41,42,646.574929972,1858.31932773,625,1840,670,1879,3,10,46,1428.0,463.740560392
42,43,647.458267717,2021.07874016,626,2003,670,2040,3,11,47,1270.0,421.508363922
43,44,656.648148148,730.118708452,631,707,684,755,3,3,39,2106.0,753.994707451
44,45,671.451779564,1526.98220436,647,1506,697,1549,3,8,44,1742.0,589.123264314
45,46,818.95672665,886.761782348,791,862,848,913,4,4,52,2334.0,868.742977255
46,47,819.653516295,2023.7161235,792,1999,849,2049,4,11,59,2332.0,898.371224706
47,48,819.161274746,1061.38000966,793,1038,847,1086,4,5,53,2071.0,733.911030588
48,49,820.149647059,1699.00705882,794,1676,848,1724,4,9,57,2125.0,789.261404314
49,50,820.53557423,1374.02913165,797,1353,847,1396,4,7,55,1785.0,612.210811373
50,51,824.112807882,740.148768473,798,717,853,764,4,3,51,2030.0,655.760419608
51,52,823.112769486,561.742951907,799,540,853,584,4,2,50,1809.0,543.200596471
52,53,824.461024499,1208.14253898,804,1194,844,1226,4,6,54,898.0,256.437866667
53,54,831.536138614,1867.26782178,806,1844,859,1891,4,10,58,2020.0,751.829293725
54,55,957.03190184,1536.70184049,929,1511,986,1563,5,8,68,2445.0,964.109454118
55,56,957.376115597,1699.09009775,929,1674,986,1725,5,9,69,2353.0,890.195057255
56,57,956.862799263,1861.70488029,930,1838,985,1886,5,10,70,2172.0,874.70886549
57,58,958.145934066,399.825054945,931,375,986,426,5,1,61,2275.0,852.895552549
58,59,957.058823529,1048.47565923,932,1026,984,1072,5,5,65,1972.0,720.420000784
59,60,957.599772598,2016.47356453,933,1995,983,2038,5,11,71,1759.0,599.513105882
60,61,956.895540623,1378.04642639,934,1358,982,1399,5,7,67,1637.0,544.580265098
61,62,957.467883705,887.709263016,935,865,983,909,5,4,64,1479.0,458.122286667
62,63,957.957901159,1211.29957291,936,1191,983,1233,5,6,66,1639.0,523.976863922
63,64,959.474872542,213.809176985,939,196,982,233,5,0,60,1373.0,444.432648627
64,65,1135.73181377,1046.46896217,1110,1023,1164,1070,6,5,77,2062.0,789.923518824
65,66,1137.95052202,1534.83613255,1111,1511,1166,1560,6,8,80,2203.0,833.48804
66,67,1139.60253288,1860.16415002,1114,1836,1167,1885,6,10,82,2053.0,734.958029804
67,68,1138.3953202,1371.87992611,1115,1352,1164,1393,6,7,79,1624.0,484.902297647
68,69,1138.64988152,1208.73163507,1116,1188,1165,1230,6,6,78,1688.0,546.841194902
69,70,1136.64200913,721.931506849,1117,705,1157,739,6,3,75,1095.0,315.58819098
70,71,1141.00813449,2022.38557484,1117,2000,1167,2046,6,11,83,1844.0,625.992988627
71,72,1152.41574416,1696.73247232,1130,1676,1178,1719,6,9,81,1626.0,525.27889451
72,73,1140.96363636,403.045454545,1135,396,1146,411,6,1,73,110.0,31.0858976471
73,74,1296.12172285,216.279494382,1270,192,1324,242,7,0,84,2136.0,794.971099216
74,75,1300.98220803,1046.27919708,1274,1022,1329,1071,7,5,89,2192.0,843.752604314
75,76,1303.8391401,2021.48035582,1274,1994,1335,2050,7,11,95,2698.0,1074.06495451
76,77,1303.20824742,1533.22061856,1275,1507,1332,1559,7,8,92,2425.0,943.28517098
77,78,1305.4527027,1861.26152623,1276,1835,1336,1888,7,10,94,2516.0,974.192332941
78,79,1304.51532913,562.374661858,1277,538,1332,587,7,2,86,2218.0,849.501638431
79,80,1293.04798962,884.649805447,1277,869,1314,898,7,4,88,771.0,242.650298824
80,81,1301.56399726,1370.55167693,1277,1349,1325,1392,7,7,91,1461.0,465.980831373
81,82,1304.26084813,724.031065089,1279,701,1331,748,7,3,87,2028.0,764.717407059
82,83,1304.43912379,1211.35303107,1279,1189,1331,1235,7,6,90,1963.0,715.405964706
83,84,1302.78580482,399.775665399,1280,380,1328,422,7,1,85,1578.0,540.282743137
84,85,1304.68862648,1699.21690491,1281,1678,1330,1721,7,9,93,1609.0,503.33071098
0,1,151.248771499,739.485872236,128,717,178,762,0,3,3,1628.0,518.396590196
1,2,161.427357689,414.804163127,133,389,191,440,0,1,1,2354.0,871.997377255
2,3,159.697878229,588.262915129,133,564,187,613,0,2,2,2168.0,806.937873725
3,4,163.230739893,1063.64416476,134,1036,194,1091,0,5,5,2622.0,1020.46500902
4,5,161.478754941,1714.33448617,135,1691,189,1738,0,9,9,2024.0,758.431901961
5,6,165.610536681,903.157065485,139,879,194,928,0,4,4,2031.0,753.376720392
6,7,157.5503663,2020.33791209,141,2001,175,2041,0,11,11,1092.0,334.592556471
7,8,165.039044289,1553.77331002,142,1532,191,1576,0,8,8,1716.0,631.76822549
8,9,168.082185039,1877.58021654,142,1855,197,1902,0,10,10,2032.0,779.216840784
9,10,174.812863372,234.463662791,144,207,207,263,0,0,0,2752.0,1061.33483922
10,11,173.710830705,1393.31177708,149,1371,201,1417,0,7,7,1902.0,729.916366667
11,12,165.139534884,1220.01033592,150,1211,180,1230,0,6,6,387.0,112.286641176
12,13,308.163090129,1392.54792561,281,1370,336,1417,1,7,19,2097.0,850.855774902
13,14,308.874165872,1554.43183985,282,1532,337,1578,1,8,20,2098.0,787.293552157
14,15,309.310220853,1716.78993323,283,1695,336,1740,1,9,21,1947.0,718.121176078
15,16,311.142235123,2043.21383648,284,2021,339,2067,1,11,23,2067.0,794.63738549
16,17,310.508500773,742.889232354,285,721,338,766,1,3,15,1941.0,737.889535686
17,18,310.721181147,904.800681431,285,884,335,927,1,4,16,1761.0,667.365590588
18,19,310.646706587,1229.62974052,285,1207,338,1253,1,6,18,2004.0,794.172971373
19,20,311.077129084,417.088912694,286,396,337,440,1,1,13,1867.0,721.947891765
20,21,309.516678012,1067.17835262,287,1048,333,1087,1,5,17,1469.0,466.030484314
21,22,319.202395965,220.79445145,296,200,343,243,1,0,12,1586.0,507.999463529
22,23,306.587878788,576.23030303,298,571,317,582,1,2,14,165.0,50.4714921569
23,24,473.809728799,416.147653896,446,392,503,441,2,1,25,2323.0,918.497463137
24,25,473.962333486,744.022967386,447,720,503,768,2,3,27,2177.0,841.093043529
25,26,471.785433071,905.791994751,447,887,496,926,2,4,28,1524.0,499.068504706
26,27,474.083210241,224.886262925,448,202,501,249,2,0,24,2031.0,767.667371765
27,28,472.205899364,1880.1324465,448,1860,498,1901,2,10,34,1729.0,622.442659216
28,29,472.068596602,1718.30144745,449,1698,496,1739,2,9,33,1589.0,595.533095686
29,30,472.305377721,2044.44558259,449,2025,497,2065,2,11,35,1562.0,549.395621176
30,31,473.392469687,1556.07721761,451,1537,498,1576,2,8,32,1567.0,590.438464706
31,32,471.661726242,1231.29555362,453,1214,492,1249,2,6,30,1147.0,353.492659608
32,33,476.366990291,1399.52815534,454,1387,495,1413,2,7,31,515.0,158.067495294
33,34,609.312305296,1221.54517134,589,1203,630,1241,3,6,42,1284.0,411.996792941
34,35,619.441689624,1387.29981635,593,1364,648,1412,3,7,43,2178.0,795.195694118
35,36,623.109856709,1717.89795918,595,1694,652,1743,3,9,45,2303.0,883.604341569
36,37,623.331478906,418.054242003,597,394,651,443,3,1,37,2157.0,854.970355294
37,38,623.668811881,1070.30346535,597,1048,652,1094,3,5,41,2020.0,776.047270196
38,39,624.400898876,580.048988764,598,556,652,606,3,2,38,2225.0,834.559422353
39,40,624.441132638,905.600099354,599,883,652,929,3,4,40,2013.0,708.804277255
40,41,622.209708738,1879.7197411,599,1861,647,1900,3,10,46,1545.0,505.965252941
41,42,619.198001817,2042.36693915,599,2026,639,2061,3,11,47,1101.0,329.490152157
42,43,629.015923567,236.291401274,604,215,656,259,3,0,36,1884.0,741.849223922
43,44,633.783783784,752.988899614,608,730,662,777,3,3,39,2072.0,756.944150588
44,45,646.319462228,1548.9346991,624,1530,671,1569,3,8,44,1562.0,525.315890588
45,46,796.115069615,2046.24406224,768,2021,826,2073,4,11,59,2442.0,962.431158039
46,47,797.578201152,909.018165707,770,885,827,934,4,4,52,2257.0,845.577650588
47,48,797.391624482,1720.95260009,771,1697,826,1746,4,9,57,2173.0,815.85253098
48,49,797.664190193,1084.39673105,772,1061,825,1108,4,5,53,2019.0,722.030344706
49,50,797.153928956,1396.96609257,772,1375,824,1420,4,7,55,1858.0,629.468607451
50,51,796.456672992,585.667299178,774,565,819,607,4,2,50,1581.0,481.850263137
51,52,796.057777778,1237.58222222,777,1218,815,1254,4,6,54,900.0,253.418833725
52,53,799.696787149,762.976572959,778,743,823,785,4,3,51,1494.0,474.512039216
53,54,808.252462416,1889.25660964,783,1868,835,1912,4,10,58,1929.0,717.134995294
54,55,934.786810452,1559.3815844,907,1535,964,1586,5,8,68,2411.0,949.451463922
55,56,934.269265233,1721.09453405,907,1698,962,1746,5,9,69,2232.0,847.122861569
56,57,933.85105364,1884.10153257,908,1861,961,1908,5,10,70,2088.0,839.455711373
57,58,931.580143541,2039.22009569,908,2019,956,2061,5,11,71,1672.0,570.219931373
58,59,933.257009346,1401.63785047,909,1382,958,1424,5,7,67,1712.0,566.949628627
59,60,931.695871098,903.583081571,910,889,962,926,5,4,64,993.0,300.060082745
60,61,935.852956298,1071.12287918,910,1049,962,1095,5,5,65,1945.0,708.63240549
61,62,937.645605701,423.352969121,911,399,965,448,5,1,61,2105.0,799.946663529
62,63,934.597957881,1234.05998724,911,1214,959,1255,5,6,66,1567.0,504.969484314
63,64,937.076696165,236.675516224,913,216,962,259,5,0,60,1695.0,614.387843529
64,65,1115.07934272,1070.10938967,1088,1046,1143,1096,6,5,77,2130.0,823.751866275
65,66,1115.84909176,1557.93851886,1089,1534,1144,1583,6,8,80,2147.0,810.572773725
66,67,1114.68115155,2045.19934818,1089,2024,1140,2068,6,11,83,1841.0,607.557276863
67,68,1115.48970799,1883.03638104,1090,1859,1143,1908,6,10,82,2089.0,739.944908235
68,69,1115.7883765,1232.16677195,1093,1212,1139,1254,6,6,78,1583.0,506.323144314
69,70,1129.1100071,1720.02200142,1108,1700,1152,1741,6,9,81,1409.0,435.820457647
70,71,1126.50357143,1389.02857143,1117,1378,1137,1400,6,7,79,280.0,81.3263752941
71,72,1275.62151958,239.033978292,1249,215,1303,265,7,0,84,2119.0,774.603371765
72,73,1273.64930925,908.823591923,1251,895,1294,924,7,4,88,941.0,297.811983922
73,74,1280.09543568,1069.68695251,1253,1046,1309,1095,7,5,89,2169.0,820.797874902
74,75,1280.80981346,2045.36131387,1253,2019,1310,2072,7,11,95,2466.0,959.581913333
75,76,1279.30547818,1391.93871866,1257,1371,1301,1409,7,7,91,1077.0,340.711759216
76,77,1282.27437859,1556.7667304,1257,1533,1309,1581,7,8,92,2092.0,785.806447843
77,78,1282.96644295,1884.40402685,1257,1860,1311,1910,7,10,94,2235.0,843.759701176
78,79,1283.98408752,586.691198409,1258,563,1312,611,7,2,86,2011.0,744.646734902
79,80,1282.04347826,424.310837119,1259,404,1306,446,7,1,85,1541.0,517.920867843
80,81,1283.29081081,1234.68054054,1259,1212,1309,1257,7,6,90,1850.0,654.682802745
81,82,1281.25511198,1725.96397274,1259,1708,1304,1743,7,9,93,1027.0,304.724376471
82,83,1284.34352418,748.815453029,1261,727,1310,772,7,3,87,1799.0,654.937673725
0,1,107.227272727,1363.99090909,101,1359,114,1370,0,8,8,110.0,35.5227090196
1,2,227.936380482,649.153798641,204,627,254,672,1,3,15,1619.0,514.523115294
2,3,233.943741823,326.006977758,206,302,263,351,1,1,13,2293.0,859.421818824
3,4,233.95545766,499.265296133,208,476,262,524,1,2,14,2043.0,757.033427059
4,5,238.945504087,973.154924095,208,947,271,1000,1,5,17,2569.0,981.359234902
5,6,237.665925267,1618.84964413,209,1594,268,1644,1,9,21,2248.0,815.671584314
6,7,245.182931981,1780.63793832,214,1755,275,1808,1,10,22,2367.0,853.297123137
7,8,241.899186992,1459.14525745,217,1437,271,1481,1,8,20,1845.0,662.660501569
8,9,246.44494474,145.765861646,218,121,277,172,1,0,12,2443.0,950.574278824
9,10,242.358616843,813.556609035,218,793,269,836,1,4,16,1793.0,650.526758824
10,11,231.58302583,1128.28413284,220,1121,247,1138,1,6,18,271.0,80.3409133333
11,12,248.818232662,1300.11744966,224,1278,274,1323,1,7,19,1788.0,662.841253725
12,13,246.765822785,1917.49367089,239,1910,254,1926,1,11,23,158.0,45.132974902
13,14,549.823503713,324.813892529,521,301,580,350,2,1,25,2289.0,912.194455294
14,15,549.881037567,135.111806798,522,112,579,160,2,0,24,2236.0,865.390417255
15,16,549.244974287,651.24684432,522,628,578,675,2,3,27,2139.0,817.491816863
16,17,548.377285319,1619.26759003,523,1598,575,1641,2,9,33,1805.0,670.297076078
17,18,548.369515012,1458.34122402,524,1437,575,1480,2,8,32,1732.0,642.893127059
18,19,549.751556017,1778.81224066,524,1758,577,1801,2,10,34,1928.0,663.76546
19,20,548.468413978,812.369623656,527,793,571,833,2,4,28,1488.0,468.48488
20,21,551.130100532,1942.4807806,528,1922,576,1965,2,11,35,1691.0,548.418967059
21,22,547.455445545,1134.8289829,530,1117,568,1154,2,6,30,1111.0,331.875750196
22,23,559.374561404,986.706140351,541,970,579,1005,2,5,29,1140.0,394.176324706
23,24,559.686746988,1295.19277108,549,1290,572,1302,2,7,31,166.0,48.9713039216
24,25,687.247017544,1123.95298246,665,1105,711,1143,3,6,42,1425.0,460.424643922
25,26,697.525183374,1288.59070905,670,1267,726,1311,3,7,43,2045.0,734.128324706
26,27,699.78208441,325.265288544,671,301,730,350,3,1,37,2322.0,927.04082549
27,28,701.358272766,1617.04104318,672,1594,732,1641,3,9,45,2339.0,871.480431373
28,29,701.329220138,810.750740375,674,789,731,835,3,4,40,2026.0,712.50932549
29,30,701.670308789,974.336342043,674,952,732,997,3,5,41,2105.0,795.896141176
30,31,702.33102253,486.431109185,675,462,732,511,3,2,38,2308.0,876.697708235
31,32,706.833548387,144.174193548,678,121,737,169,3,0,36,2325.0,940.060242353
32,33,702.827560241,1777.69051205,679,1759,724,1797,3,10,46,1328.0,407.662791765
33,34,711.566298343,657.991712707,684,636,741,681,3,3,39,2172.0,797.899083137
34,35,701.670828604,1938.83427923,686,1923,720,1956,3,11,47,881.0,258.810472157
35,36,725.163457022,1448.3442931,699,1424,754,1472,3,8,44,2129.0,732.800416078
36,37,875.851107465,812.461853979,847,788,907,837,4,4,52,2438.0,926.585340784
37,38,874.951563188,1940.07926024,848,1916,903,1967,4,11,59,2271.0,831.519601961
38,39,875.676781609,986.726436782,849,963,905,1010,4,5,53,2175.0,781.423541569
39,40,876.331920904,1618.27024482,849,1596,906,1641,4,9,57,2124.0,786.262466667
40,41,876.308676307,1296.05895439,851,1276,903,1317,4,7,55,1798.0,619.037094902
41,42,876.383343929,489.20661157,854,469,899,511,4,2,50,1573.0,488.570569412
42,43,878.736141907,666.329268293,854,645,904,688,4,3,51,1804.0,595.903723137
43,44,887.315666041,1783.99859287,861,1761,916,1807,4,10,58,2132.0,782.505316471
44,45,886.704545455,1124.59090909,877,1118,893,1129,4,6,54,88.0,25.5545643137
45,46,1013.61166852,1456.01560758,983,1431,1045,1482,5,8,68,2691.0,1063.71069843
46,47,1013.52361728,1616.49253129,984,1592,1044,1641,5,9,69,2477.0,937.882448627
47,48,1012.71962617,1777.67423231,984,1755,1042,1801,5,10,70,2247.0,891.788405882
48,49,1015.63375152,326.941319304,987,302,1046,353,5,1,61,2471.0,961.858663137
49,50,1012.16710183,809.699738903,987,787,1037,835,5,4,64,1915.0,633.91235451
50,51,1014.60151324,972.208490963,987,948,1045,997,5,5,65,2379.0,893.823593725
51,52,1013.07232401,1298.95515911,987,1277,1041,1322,5,7,67,2074.0,703.589104706
52,53,1013.16979167,1132.7046875,988,1111,1040,1155,5,6,66,1920.0,629.363548235
53,54,1012.62773267,1930.78450968,990,1911,1037,1952,5,11,71,1601.0,523.59861451
54,55,1015.86273164,141.365820178,994,123,1040,161,5,0,60,1457.0,518.021765882
55,56,1195.49196002,968.8013907,1166,946,1227,993,6,5,77,2301.0,911.145572549
56,57,1196.19332763,1452.07100086,1168,1429,1226,1476,6,8,80,2338.0,897.700043922
57,58,1196.56628176,1773.63648961,1169,1751,1227,1797,6,10,82,2165.0,755.966278039
58,59,1196.58583569,1128.8509915,1173,1108,1223,1150,6,6,78,1765.0,575.226935294
59,60,1195.44929397,1291.55070603,1173,1273,1220,1311,6,7,79,1558.0,473.425893725
60,61,1194.57681564,644.054469274,1179,629,1211,661,6,3,75,716.0,202.892775686
61,62,1197.92667278,1932.59853346,1179,1917,1217,1950,6,11,83,1091.0,340.535027059
62,63,1210.08261803,1612.61856223,1185,1590,1238,1635,6,9,81,1864.0,591.20762
63,64,1204.94382022,154.516853933,1200,150,1211,161,6,0,72,89.0,26.1350407843
