,Metadata_Condition,Metadata_Media,Metadata_Set,Metadata_Replicate,Metadata_Time,Metadata_Strain,Metadata_FileName,ObjectLabel,Bbox_CenterRR,Bbox_CenterCC,Bbox_MinRR,Bbox_MinCC,Bbox_MaxRR,Bbox_MaxCC,Grid_RowNum,Grid_RowIntervalStart,Grid_RowIntervalEnd,Grid_ColNum,Grid_ColIntervalStart,Grid_ColIntervalEnd,Grid_SectionIndex,Grid_SectionNum,Shape_Area,Shape_Perimeter,Shape_Circularity,Shape_ConvexArea,Shape_MedianRadius,Shape_MeanRadius,Shape_Eccentricity,Shape_Solidity,Shape_Extent,Shape_BboxArea,Shape_MajorAxisLength,Shape_MinorAxisLength,Shape_Compactness,Shape_Orientation,Metadata_StrainID,CorrectedCarryingCapacity_Area,Metadata_Dataset
85,30C,S,2,5,60,CBS1553,30C_5_2S_5,63,958.168045276,1755.4762734,931,1731,986,1781,5,871,1031,10,1696,1860,"(5, 10)",70,2297.0,176.124891681,0.930527861583,169.548561779,8.0622577483,9.19165332172,0.40689045862,13.5477409888,0.835272727273,2750.0,56.6281271297,51.7284893662,1.07465884826,-0.107115020536,172,3251.6666666666665,S 30C
86,30C,S,2,5,72,CBS1553,30C_6_2S_5,63,915.246309574,1717.65626318,888,1692,943,1744,5,828,988,10,1659,1823,"(5, 10)",70,2371.0,179.539105243,0.924322032178,172.259389664,8.0622577483,9.3320342386,0.387895178596,13.764126325,0.829020979021,2860.0,57.2787420491,52.7940166653,1.08187402787,-0.123352621778,172,3251.6666666666665,S 30C
87,30C,S,2,6,72,CBS1553,30C_6_2S_6,61,953.622521808,1734.13441713,925,1708,983,1761,5,872,1029,10,1671,1835,"(5, 10)",70,2522.0,185.195959493,0.924042468822,177.815961404,8.48528137424,9.59707778008,0.450039099279,14.1832036904,0.820429407938,3074.0,59.9998431548,53.5803910347,1.08220134219,0.188000201938,172,3203.3333333333335,S 30C
88,30C,S,2,7,72,CBS1553,30C_6_2S_7,60,1000.31514658,1755.7031759,971,1731,1029,1782,5,914,1074,10,1694,1858,"(5, 10)",70,2456.0,183.539105243,0.916180420097,176.134119099,8.24621125124,9.42504634219,0.480995819343,13.9439196254,0.830290736984,2958.0,59.7927121516,52.4216392595,1.09148807163,-0.141134355983,172,3268.0,S 30C
89,30C,S,2,11,72,CBS1553,30C_6_2S_11,62,973.971393543,1776.28156927,945,1751,1003,1803,5,887,1045,10,1709,1872,"(5, 10)",70,2447.0,184.610173055,0.902261808262,175.212919857,8.24621125124,9.41122106965,0.442821896845,13.9658650857,0.811339522546,3016.0,58.9812677037,52.8831706085,1.10832575517,0.0541344991567,172,3029.0,S 30C
90,30C,S,2,10,72,CBS1553,30C_6_2S_10,64,947.206938282,1772.37999193,919,1746,976,1800,5,865,1023,10,1711,1874,"(5, 10)",70,2479.0,184.610173055,0.914060900156,176.037212553,8.48528137424,9.5319199251,0.387205200635,14.0822497928,0.805393112411,3078.0,58.5368471392,53.9705963364,1.09401900883,0.0812400725398,172,2936.3333333333335,S 30C
91,30C,S,2,9,72,CBS1553,30C_6_2S_9,61,931.504099961,1734.05037095,902,1708,962,1761,5,846,1006,10,1675,1837,"(5, 10)",70,2561.0,186.852813742,0.921764882456,178.929840351,8.54400374532,9.67351392007,0.450106042369,14.3128725481,0.80534591195,3180.0,60.4465318336,53.9772485332,1.08487535057,-0.00541033333786,172,3020.6666666666665,S 30C
92,30C,S,2,9,24,CBS1554,30C_2_2S_9,60,913.050952136,1919.15851776,888,1897,939,1943,5,828,988,11,1833,1995,"(5, 11)",71,1943.0,162.468037432,0.925010784109,156.120453836,7.61577310586,8.44578270003,0.42286398913,12.4455185227,0.828218243819,2346.0,52.316321429,47.4086927354,1.08106847745,-0.0699312012249,173,3020.6666666666665,S 30C
93,30C,S,2,8,24,CBS1554,30C_2_2S_8,65,968.822931785,1917.01233672,948,1897,990,1937,5,881,1042,11,1828,1991,"(5, 11)",71,1378.0,137.154328933,0.920534442167,131.555630257,6.32455532034,7.12734063524,0.338856487217,10.4746562143,0.820238095238,1680.0,43.2681921567,40.7083625646,1.08632545855,-0.43096739449,173,3196.6666666666665,S 30C
94,30C,S,2,6,24,CBS1554,30C_2_2S_6,60,940.730307773,1942.37037037,914,1921,968,1965,5,859,1018,11,1855,2020,"(5, 11)",71,1917.0,164.468037432,0.890571836211,156.905189391,7.21110255093,8.20424390924,0.619117168094,12.2175691412,0.806818181818,2376.0,55.8367228543,43.848501744,1.1228740449,0.136275463678,173,3203.3333333333335,S 30C
95,30C,S,2,7,24,CBS1554,30C_2_2S_7,60,968.089340727,1967.61860752,944,1948,992,1988,5,883,1045,11,1880,2045,"(5, 11)",71,1623.0,149.74011537,0.909603362329,144.050177428,7.0,7.592091163,0.580121305023,11.2669073304,0.8453125,1920.0,50.4817509273,41.1189052483,1.09938028092,-0.0179434990206,173,3268.0,S 30C
96,30C,S,2,5,24,CBS1554,30C_2_2S_5,58,920.059626074,1939.73016675,895,1917,946,1964,5,834,995,11,1853,2018,"(5, 11)",71,1979.0,163.296464556,0.932614350661,157.150412667,7.61577310586,8.56564304483,0.413108569135,12.593030883,0.825615352524,2397.0,52.6264329181,47.9259337691,1.07225457049,0.0263863253367,173,3251.6666666666665,S 30C
97,30C,S,2,12,24,CBS1554,30C_2_2S_12,65,954.58944815,1916.24681625,931,1896,979,1938,5,870,1030,11,1829,1990,"(5, 11)",71,1649.0,150.811183182,0.911094500689,144.217392761,7.0,7.74301071139,0.453980000661,11.4341271079,0.817956349206,2016.0,48.6241940028,43.3247342035,1.09758098556,-0.0147154175622,173,2955.6666666666665,S 30C
98,30C,S,2,9,36,CBS1554,30C_3_2S_9,62,929.593894542,1918.93524514,902,1896,957,1944,5,844,1006,11,1830,1992,"(5, 11)",71,2162.0,172.710678119,0.910808709639,165.249803171,8.0,8.85504915077,0.435966426757,13.0832228451,0.818939393939,2640.0,55.3985387167,49.8566312017,1.0979253815,-0.021052238091,173,3020.6666666666665,S 30C
99,30C,S,2,8,36,CBS1554,30C_3_2S_8,64,953.228059333,1927.98269468,931,1906,976,1950,5,868,1028,11,1840,2002,"(5, 11)",71,1618.0,150.468037432,0.898048658317,142.59484571,7.0,7.70674912482,0.306606561262,11.3468336948,0.817171717172,1980.0,46.5814212367,44.337889464,1.1135254095,-0.207935085245,173,3196.6666666666665,S 30C
100,30C,S,2,6,36,CBS1554,30C_3_2S_6,69,991.015052684,1899.40943302,965,1877,1018,1923,5,879,1037,11,1816,1980,"(5, 11)",71,1993.0,166.124891681,0.90750231415,158.673533808,7.61577310586,8.44257915395,0.535345639975,12.5603807527,0.817473338802,2438.0,54.8722260316,46.3468974722,1.10192556471,0.0181242462665,173,3203.3333333333335,S 30C
101,30C,S,2,11,36,CBS1554,30C_3_2S_11,61,933.614835949,1946.71611983,906,1924,961,1970,5,847,1006,11,1854,2019,"(5, 11)",71,2103.0,171.539105243,0.898096193794,163.503677704,7.61577310586,8.64741437319,0.536631459946,12.8620960062,0.831225296443,2530.0,56.4127468656,47.6020196696,1.11346647153,-0.0671555301016,173,3029.0,S 30C
102,30C,S,2,10,36,CBS1554,30C_3_2S_10,61,942.513490364,1929.96231263,915,1905,971,1956,5,860,1018,11,1842,2007,"(5, 11)",71,2335.0,177.781745931,0.928372815593,170.652302923,8.0622577483,9.28663788798,0.404741448689,13.6827922038,0.817577030812,2856.0,57.03984002,52.1590074916,1.07715347025,-0.0565708924922,173,2936.3333333333335,S 30C
103,30C,S,2,7,36,CBS1554,30C_3_2S_7,64,980.976095618,1930.8992601,957,1910,1006,1952,5,896,1057,11,1840,2004,"(5, 11)",71,1757.0,155.154328933,0.91717842675,149.434819813,7.0,7.94543657302,0.524566167967,11.7576345473,0.853741496599,2058.0,51.3783216599,43.7419453731,1.09030039394,-0.0351600731052,173,3268.0,S 30C
104,30C,S,2,5,36,CBS1554,30C_3_2S_5,59,942.337332054,1947.05086372,917,1923,969,1972,5,858,1018,11,1858,2022,"(5, 11)",71,2084.0,167.539105243,0.932986146606,161.060524993,7.81024967591,8.79409783,0.342417994861,12.9392351111,0.817896389325,2548.0,53.1621158927,49.9483447389,1.07182727593,0.0347405174877,173,3251.6666666666665,S 30C
105,30C,S,2,12,36,CBS1554,30C_3_2S_12,67,937.492245836,1953.59735784,914,1932,962,1976,5,851,1012,11,1864,2026,"(5, 11)",71,1741.0,154.811183182,0.912859575401,147.887885443,7.0,7.97293973963,0.416821421297,11.7724314929,0.824337121212,2112.0,49.4577136385,44.9564877543,1.09545873971,-0.216267278898,173,2955.6666666666665,S 30C
106,30C,S,2,9,48,CBS1554,30C_4_2S_9,62,908.423499577,1889.5295858,880,1865,936,1916,5,822,982,11,1804,1966,"(5, 11)",71,2366.0,179.539105243,0.922372808154,172.28417444,8.0622577483,9.29943758693,0.409068842888,13.7331244015,0.828431372549,2856.0,57.5301799008,52.4964919105,1.08416032125,-0.129195518541,173,3020.6666666666665,S 30C
107,30C,S,2,16,48,CBS1554,30C_4_2S_16,58,920.377981651,1914.47981651,893,1890,949,1939,5,875,1037,11,1827,1987,"(5, 11)",71,2180.0,174.024386618,0.904578235543,165.64156945,8.0,8.86597216889,0.512388715005,13.160947504,0.794460641399,2744.0,56.8925639707,48.8566960849,1.10548757499,-0.194212108322,173,2939.0,S 30C
108,30C,S,2,15,48,CBS1554,30C_4_2S_15,57,919.337004405,2007.37092511,892,1983,948,2032,5,874,1034,11,1919,2081,"(5, 11)",71,2270.0,174.953318806,0.931947291694,168.695817923,8.0,9.11605248465,0.494358971382,13.4561723459,0.827259475219,2744.0,57.6964206409,50.1530664803,1.07302205705,-0.0241361300534,173,2990.0,S 30C
109,30C,S,2,6,48,CBS1554,30C_4_2S_6,64,965.964448496,1934.81221513,939,1911,994,1960,5,884,1042,11,1838,2000,"(5, 11)",71,2194.0,174.124891681,0.909336803759,166.569726603,8.0,8.87093904131,0.495394905791,13.17166117,0.814100185529,2695.0,56.7930178385,49.334270456,1.09970254791,0.166634371597,173,3203.3333333333335,S 30C
110,30C,S,2,11,48,CBS1554,30C_4_2S_11,63,957.858468677,1953.42366589,931,1929,985,1979,5,870,1028,11,1859,2023,"(5, 11)",71,2155.0,172.367532368,0.911478040447,164.492098911,8.0,8.85189214332,0.44463235885,13.1009332015,0.798148148148,2700.0,55.3889538063,49.6126148574,1.09711913576,0.0387849745937,173,3029.0,S 30C
111,30C,S,2,13,48,CBS1554,30C_4_2S_13,57,987.619775281,1957.06831461,961,1932,1015,1983,5,908,1084,11,1867,2029,"(5, 11)",71,2225.0,174.367532368,0.919620483953,166.662658391,8.0,9.0462793198,0.341178570138,13.3503210706,0.807915758896,2754.0,54.9183899828,51.623204302,1.08740509531,-0.0722320172476,173,3059.0,S 30C
112,30C,S,2,5,48,CBS1554,30C_4_2S_5,62,935.581645842,1945.32399828,908,1920,963,1972,5,848,1008,11,1857,2021,"(5, 11)",71,2321.0,176.610173055,0.935090343856,170.109911671,8.0622577483,9.29971590367,0.312695510605,13.6441197176,0.811538461538,2860.0,55.795459095,52.9975075879,1.06941538491,-0.0617420196708,173,3251.6666666666665,S 30C
113,30C,S,2,9,60,CBS1554,30C_5_2S_9,59,902.575956707,1908.23888674,873,1882,932,1936,5,817,978,11,1823,1985,"(5, 11)",71,2587.0,188.024386618,0.919555468814,180.081945993,8.54400374532,9.71972918916,0.375339065397,14.3656821662,0.811989956058,3186.0,59.6859837851,55.3221970715,1.08748197788,-0.137313413092,173,3020.6666666666665,S 30C
114,30C,S,2,8,60,CBS1554,30C_5_2S_8,65,1008.39615737,1915.16925892,983,1891,1035,1941,5,922,1082,11,1828,1989,"(5, 11)",71,2186.0,172.124891681,0.927198374781,165.613375903,8.0,8.97341017608,0.319228086109,13.1994169437,0.840769230769,2600.0,54.2457594929,51.4075082098,1.07851785249,-0.0909720519581,173,3196.6666666666665,S 30C
115,30C,S,2,10,60,CBS1554,30C_5_2S_10,61,933.503638453,1892.70585982,905,1865,963,1921,5,850,1007,11,1804,1968,"(5, 11)",71,2611.0,188.267027305,0.925695612579,180.300779395,8.54400374532,9.82512432234,0.284795969267,14.4813572562,0.803879310345,3248.0,58.9107243575,56.4711227246,1.08026870432,-0.0850113513362,173,2936.3333333333335,S 30C
116,30C,S,2,11,60,CBS1554,30C_5_2S_11,64,930.596137699,1928.94542401,903,1904,959,1955,5,842,1000,11,1836,2000,"(5, 11)",71,2382.0,180.124891681,0.922580255476,172.907217922,8.0622577483,9.32875498626,0.441429112208,13.776174463,0.834033613445,2856.0,58.1868470543,52.2108324836,1.08391654175,-0.166755163588,173,3029.0,S 30C
117,30C,S,2,12,60,CBS1554,30C_5_2S_12,64,968.007961079,1864.95400265,941,1840,996,1891,5,881,1041,11,1772,1932,"(5, 11)",71,2261.0,176.953318806,0.907387937596,168.42464356,8.0,9.05699790436,0.385652884783,13.4244012765,0.806060606061,2805.0,55.9199034803,51.5941604484,1.1020644628,-0.0467220789672,173,2955.6666666666665,S 30C
118,30C,S,2,6,60,CBS1554,30C_5_2S_6,61,922.845081967,1951.07459016,894,1926,952,1978,5,841,998,11,1860,2024,"(5, 11)",71,2440.0,184.610173055,0.899680756911,175.42668472,8.24621125124,9.3499274681,0.457396589627,13.9089443769,0.809018567639,3016.0,59.1773392468,52.624207471,1.11150537823,0.150422412593,173,3203.3333333333335,S 30C
119,30C,S,2,7,60,CBS1554,30C_5_2S_7,63,1005.7677231,1898.88698916,978,1874,1034,1925,5,920,1080,11,1810,1974,"(5, 11)",71,2398.0,181.296464556,0.916812176533,174.309746741,8.0622577483,9.26701827817,0.429377882915,13.7571194086,0.839635854342,2856.0,58.2557343391,52.6122058189,1.09073594963,0.0287982204387,173,3268.0,S 30C
120,30C,S,2,5,60,CBS1554,30C_5_2S_5,60,957.57918552,1945.62217195,929,1918,987,1974,5,871,1031,11,1860,2024,"(5, 11)",71,2652.0,189.43860018,0.928637959009,181.745798197,8.94427191,9.90356877655,0.3001178961,14.5918091439,0.816502463054,3248.0,59.5123184697,56.7689265641,1.07684592289,-0.0350860584233,173,3251.6666666666665,S 30C
121,30C,S,2,5,72,CBS1554,30C_6_2S_5,59,914.333575054,1907.91189268,885,1880,945,1937,5,828,988,11,1823,1987,"(5, 11)",71,2758.0,193.681240867,0.923908596771,185.534294348,8.94427191,10.0926869167,0.314429350676,14.865176326,0.806432748538,3420.0,60.8416472464,57.7558122561,1.08235815046,-0.331866203629,173,3251.6666666666665,S 30C
122,30C,S,2,6,72,CBS1554,30C_6_2S_6,62,953.381026439,1925.64618974,925,1899,983,1953,5,872,1029,11,1835,1999,"(5, 11)",71,2572.0,189.195959493,0.90293630156,180.010932454,8.54400374532,9.65016231354,0.43887191037,14.2880210937,0.821200510856,3132.0,60.4168901956,54.287574624,1.10749783597,0.183306217593,173,3203.3333333333335,S 30C
123,30C,S,2,7,72,CBS1554,30C_6_2S_7,61,999.313050134,1947.3053961,971,1921,1029,1974,5,914,1074,11,1858,2022,"(5, 11)",71,2613.0,189.296464556,0.916356084987,182.119171337,8.54400374532,9.69750079979,0.423931798634,14.3477481301,0.850032530904,3074.0,60.7326957004,55.0052450894,1.09127883405,-0.159939439941,173,3268.0,S 30C
124,30C,S,2,11,72,CBS1554,30C_6_2S_11,63,973.962590507,1966.92679002,946,1941,1003,1994,5,887,1045,11,1872,2036,"(5, 11)",71,2486.0,183.781745931,0.924924412302,176.988675246,8.48528137424,9.52493788281,0.426374145658,14.0460964327,0.82290632241,3021.0,59.2150279634,53.5627697687,1.08116943039,-0.0780684595322,173,3029.0,S 30C
125,30C,S,2,10,72,CBS1554,30C_6_2S_10,60,946.88,1962.84330275,917,1935,977,1992,5,865,1023,11,1874,2038,"(5, 11)",71,2725.0,194.509667992,0.90509462442,184.602985909,8.94427191,9.97785242303,0.339931657316,14.7614080378,0.796783625731,3420.0,60.7634630473,57.1450074114,1.10485685476,0.0789333576308,173,2936.3333333333335,S 30C
126,30C,S,2,12,72,CBS1554,30C_6_2S_12,65,898.070659199,1904.36191297,871,1879,926,1930,5,810,970,11,1806,1965,"(5, 11)",71,2321.0,179.539105243,0.904829791938,170.790725113,8.0622577483,9.18951738097,0.350570834111,13.5897309322,0.827450980392,2805.0,56.2448488653,52.6753381177,1.10518023269,0.0216142765929,173,2955.6666666666665,S 30C
127,30C,S,2,9,72,CBS1554,30C_6_2S_9,59,930.611317945,1922.99255398,900,1896,960,1951,5,846,1006,11,1837,1999,"(5, 11)",71,2686.0,192.024386618,0.915383540911,183.754090893,8.94427191,9.87554560926,0.39049384743,14.6173616432,0.813939393939,3300.0,61.0274345024,56.1821941239,1.09243825709,-0.30370665342,173,3020.6666666666665,S 30C
128,30C,S,2,8,72,CBS1554,30C_6_2S_8,66,962.826241135,1921.65558511,937,1897,990,1948,5,876,1036,11,1834,1995,"(5, 11)",71,2256.0,175.539105243,0.920028325909,168.060703768,8.0,9.06424559978,0.294358770695,13.4237210092,0.834628190899,2703.0,54.8776924594,52.4463357521,1.08692305643,-0.116396905551,173,3196.6666666666665,S 30C
