Colony,FixedRelativeSupport,FixedRelativeAbsP95Deg,FixedRelativeRawMaxDeg,FixedFiberSupport,FixedFiberAbsP95Deg,FixedFiberRawMaxDeg,MatchedFiberSupport,MatchedFiberAbsP95Deg,MatchedFiberRawMaxDeg,MatchedSectorChangeFraction,MatchedMedianSeedPersistence,DetectorLabel
R3C4,0.642592592593,181.065428666,371.397794001,0.646296296296,170.70437175,368.095570707,0.285185185185,93.7459753113,155.84177102,0.485185185185,0.666666666667,24
R4C6,0.583333333333,75.4777831618,132.097494784,0.583333333333,78.5484483746,132.571811352,0.425925925926,49.83176655,70.5264391982,0.455357142857,1.0,36
