DetectorLabel,GridSection,Object_Label,OrientZones_Concentration-Radial-Overall,OrientZones_Concentration-Radial-Dense,OrientZones_Concentration-Radial-Sparse,OrientZones_Concentration-Mask-Overall,OrientZones_Concentration-Mask-Dense,OrientZones_Concentration-Mask-Sparse,OrientZones_Turning-Radial-Overall,OrientZones_Turning-Radial-Dense,OrientZones_Turning-Radial-Sparse,OrientZones_Turning-Mask-Overall,OrientZones_Turning-Mask-Dense,OrientZones_Turning-Mask-Sparse,OrientZones_Coherence-Radial-Overall,OrientZones_Coherence-Radial-Dense,OrientZones_Coherence-Radial-Sparse,OrientZones_Coherence-Mask-Overall,OrientZones_Coherence-Mask-Dense,OrientZones_Coherence-Mask-Sparse,OrientZones_RadialTilt-Mask-Overall,OrientZones_RadialTilt-Mask-Dense,OrientZones_RadialTilt-Mask-Sparse,OrientZones_OutwardTurning-Mask-Overall,OrientZones_OutwardTurning-Mask-Dense,OrientZones_OutwardTurning-Mask-Sparse,OrientZones_RadialSectorSupport-Mask-Overall,OrientZones_RadialSectorSupport-Mask-Dense,OrientZones_RadialSectorSupport-Mask-Sparse,OrientZones_LongRangeRotation-Mask-Overall,OrientZones_LongRangeRotation-Mask-Dense,OrientZones_LongRangeRotation-Mask-Sparse,OrientZones_SignedLongRangeRotation-Mask-Overall,OrientZones_SignedLongRangeRotation-Mask-Dense,OrientZones_SignedLongRangeRotation-Mask-Sparse,OrientZones_LongRangeRotationSupport-Mask-Overall,OrientZones_LongRangeRotationSupport-Mask-Dense,OrientZones_LongRangeRotationSupport-Mask-Sparse,OrientZones_LongRangeRotation-Mask-DenseToSparse,OrientZones_SignedLongRangeRotation-Mask-DenseToSparse,OrientZones_LongRangeRotationSupport-Mask-DenseToSparse
24,23,24,0.115466356584,0.0554369971994,0.134835552896,0.103246992991,0.110590823516,0.124104056227,3.27732361263,3.65468169975,3.23577608771,3.11434193705,3.47696659276,2.94937174653,0.482989011858,0.4071803379,0.495846271901,0.467496563856,0.415110068352,0.497919529795,48.4088830849,38.693188587,46.367493769,1.759615227,2.15858007037,1.6152056857,1.0,1.0,1.0,43.2440628194,,43.2440628194,-3.97502541802,,-3.97502541802,0.704545454545,0.0,0.704545454545,33.4899598881,-1.21642935842,0.944444444444
36,35,36,0.081631852549,0.119108636418,0.0600196268499,0.0949647907344,0.118669924137,0.120799283716,3.21069195422,3.5565989468,3.1271257638,3.0036771761,3.46411906745,2.75393058585,0.464150513086,0.399442757888,0.490470746789,0.463388130703,0.400177519704,0.515011153604,40.0681313442,47.3082782923,31.70528449,1.84602142731,2.50692453805,1.81797760468,1.0,0.888888888889,0.944444444444,48.5133408594,,48.5133408594,5.18398980882,,5.18398980882,0.5,0.0,0.5,38.5312623885,-0.437101008657,0.861111111111
