Colony,Policy,PointID,Ring,Status,ParentID,DistancePx,AxialDeltaDeg,PredictionResidualDeg,SignedStepDeg,UnwrappedFiberAxisDeg,CumulativeSignedDeg,CumulativeAbsoluteDeg,NormalizedCost
R3C4,reciprocal_one_to_one,320,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,321,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,322,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,323,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,324,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,325,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,326,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,327,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,328,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,329,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,330,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,331,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,332,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,333,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,334,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,335,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,336,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,337,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,338,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,339,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,340,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,341,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,342,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,343,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,344,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,345,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,346,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,347,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,348,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,349,8,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,350,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,351,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,352,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,353,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,354,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,355,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,356,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,357,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,358,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,359,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,360,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,361,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,362,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,363,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,364,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,365,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,366,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,367,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,368,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,369,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,370,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,371,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,372,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,373,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,374,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,375,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,376,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,377,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,378,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,379,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,380,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,381,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,382,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,383,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,384,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,385,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,386,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,387,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,388,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,389,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,390,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,391,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,392,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,393,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,394,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,395,9,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,396,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,397,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,398,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,399,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,400,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,401,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,402,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,403,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,404,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,405,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,406,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,407,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,408,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,409,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,410,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,411,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,412,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,413,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,414,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,415,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,416,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,417,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,418,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,419,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,420,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,421,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,422,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,423,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,424,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,425,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,426,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,427,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,428,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,429,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,430,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,431,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,432,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,433,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,434,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,435,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,436,10,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,437,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,438,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,439,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,440,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,441,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,442,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,443,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,444,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,445,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,446,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,447,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,448,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,449,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,450,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,451,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,452,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,453,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,454,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,455,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,456,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,457,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,458,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,459,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,460,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,461,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,462,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,463,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,464,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,465,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,466,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,467,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,468,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,469,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,470,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,471,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,472,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,473,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,474,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,475,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,476,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,477,11,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,478,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,479,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,480,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,481,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,482,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,483,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,484,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,485,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,486,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,487,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,488,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,489,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,490,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,491,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,492,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,493,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,494,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,495,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,496,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,497,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,498,12,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,499,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,500,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,501,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,502,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,503,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,504,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,505,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,506,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,507,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,508,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,509,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,510,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,511,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,512,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,513,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,514,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,515,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,516,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,517,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,518,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,519,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,520,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,521,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,522,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,523,13,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,524,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,525,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,526,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,527,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,528,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,529,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,530,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,531,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,532,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,533,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,534,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,535,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,536,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,537,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,538,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,539,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,540,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,541,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,542,14,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,543,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,544,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,545,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,546,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,547,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,548,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,549,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,550,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,551,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,552,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,553,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,554,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,555,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,556,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,557,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,558,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,559,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,560,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,561,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,562,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,563,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,564,15,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,565,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,566,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,567,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,568,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,569,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,570,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,571,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,572,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,573,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,574,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,575,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,576,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,577,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,578,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,579,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,580,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,581,16,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,582,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,583,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,584,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,585,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,586,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,587,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,588,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,589,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,590,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,591,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,592,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,593,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,594,17,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,595,18,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,596,18,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,597,18,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,598,18,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,599,19,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,600,19,no_candidate,,,,,,,,,
R3C4,reciprocal_one_to_one,601,20,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,0,0,seed,,,,,0.0,-35.3204126934,0.0,0.0,
R3C4,independent_many_to_one,1,0,seed,,,,,0.0,81.9496567324,0.0,0.0,
R3C4,independent_many_to_one,2,0,seed,,,,,0.0,-20.1704174118,0.0,0.0,
R3C4,independent_many_to_one,3,0,seed,,,,,0.0,-17.5040737731,0.0,0.0,
R3C4,independent_many_to_one,4,0,seed,,,,,0.0,39.5929034831,0.0,0.0,
R3C4,independent_many_to_one,5,0,seed,,,,,0.0,-16.5099558393,0.0,0.0,
R3C4,independent_many_to_one,6,0,seed,,,,,0.0,-18.3691911415,0.0,0.0,
R3C4,independent_many_to_one,7,0,seed,,,,,0.0,-52.5251367382,0.0,0.0,
R3C4,independent_many_to_one,8,0,seed,,,,,0.0,-55.945212132,0.0,0.0,
R3C4,independent_many_to_one,9,0,seed,,,,,0.0,44.4559489475,0.0,0.0,
R3C4,independent_many_to_one,10,0,seed,,,,,0.0,-66.8557682855,0.0,0.0,
R3C4,independent_many_to_one,11,0,seed,,,,,0.0,13.3824633838,0.0,0.0,
R3C4,independent_many_to_one,12,0,seed,,,,,0.0,77.4926676152,0.0,0.0,
R3C4,independent_many_to_one,13,0,seed,,,,,0.0,-1.0986837173,0.0,0.0,
R3C4,independent_many_to_one,14,0,seed,,,,,0.0,-51.5878237106,0.0,0.0,
R3C4,independent_many_to_one,15,0,seed,,,,,0.0,-55.0631362992,0.0,0.0,
R3C4,independent_many_to_one,16,0,seed,,,,,0.0,13.1682739909,0.0,0.0,
R3C4,independent_many_to_one,17,0,seed,,,,,0.0,40.4109997263,0.0,0.0,
R3C4,independent_many_to_one,18,0,seed,,,,,0.0,34.7923049161,0.0,0.0,
R3C4,independent_many_to_one,19,0,seed,,,,,0.0,-28.432110545,0.0,0.0,
R3C4,independent_many_to_one,20,0,seed,,,,,0.0,-18.7519878986,0.0,0.0,
R3C4,independent_many_to_one,21,0,seed,,,,,0.0,-16.3200444245,0.0,0.0,
R3C4,independent_many_to_one,22,0,seed,,,,,0.0,-62.8002494392,0.0,0.0,
R3C4,independent_many_to_one,23,0,seed,,,,,0.0,63.1015225154,0.0,0.0,
R3C4,independent_many_to_one,24,0,seed,,,,,0.0,-88.7299659775,0.0,0.0,
R3C4,independent_many_to_one,25,0,seed,,,,,0.0,-13.5941800409,0.0,0.0,
R3C4,independent_many_to_one,26,0,seed,,,,,0.0,-54.5255480137,0.0,0.0,
R3C4,independent_many_to_one,27,0,seed,,,,,0.0,-58.10439223,0.0,0.0,
R3C4,independent_many_to_one,28,0,seed,,,,,0.0,-66.328484353,0.0,0.0,
R3C4,independent_many_to_one,29,0,seed,,,,,0.0,-88.2225151857,0.0,0.0,
R3C4,independent_many_to_one,30,0,seed,,,,,0.0,-88.6932011561,0.0,0.0,
R3C4,independent_many_to_one,31,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,32,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,33,1,matched,2.0,6.58873009115,-16.7548896121,-16.7548896121,-16.7548896121,-36.9253070239,-16.7548896121,16.7548896121,0.747253470972
R3C4,independent_many_to_one,34,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,35,1,matched,5.0,12.8736078397,11.4447422119,11.4447422119,11.4447422119,-5.06521362746,11.4447422119,11.4447422119,0.500920781029
R3C4,independent_many_to_one,36,1,matched,5.0,9.93737492236,-1.32432743379,-1.32432743379,-1.32432743379,-17.8342832731,-1.32432743379,1.32432743379,0.107745402151
R3C4,independent_many_to_one,37,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,38,1,matched,7.0,6.90071198238,7.97172603447,7.97172603447,7.97172603447,-44.5534107038,7.97172603447,7.97172603447,0.208713594156
R3C4,independent_many_to_one,39,1,matched,9.0,8.81317321388,1.54863700191,1.54863700191,1.54863700191,46.0045859494,1.54863700191,1.54863700191,0.0872931742045
R3C4,independent_many_to_one,40,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,41,1,matched,9.0,13.1699444801,15.9969932036,15.9969932036,15.9969932036,60.4529421512,15.9969932036,15.9969932036,0.821302841533
R3C4,independent_many_to_one,42,1,matched,11.0,8.16094760393,-18.7797257271,-18.7797257271,-18.7797257271,-5.3972623433,-18.7797257271,18.7797257271,0.951405018598
R3C4,independent_many_to_one,43,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,44,1,matched,11.0,9.7788403905,-8.6498393795,-8.6498393795,-8.6498393795,4.7326240043,-8.6498393795,8.6498393795,0.287138499651
R3C4,independent_many_to_one,45,1,matched,13.0,7.97125062316,1.45868962059,1.45868962059,1.45868962059,0.360005903295,1.45868962059,1.45868962059,0.0718261409678
R3C4,independent_many_to_one,46,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,47,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,48,1,matched,17.0,9.56006865098,-1.09493580372,-1.09493580372,-1.09493580372,39.3160639226,-1.09493580372,1.09493580372,0.0986581212956
R3C4,independent_many_to_one,49,1,matched,16.0,7.66759542616,7.45556827254,7.45556827254,7.45556827254,20.6238422634,7.45556827254,7.45556827254,0.200499972926
R3C4,independent_many_to_one,50,1,matched,17.0,7.23429405029,4.76737763373,4.76737763373,4.76737763373,45.1783773601,4.76737763373,4.76737763373,0.111597550999
R3C4,independent_many_to_one,51,1,matched,16.0,8.85507428524,-0.227120675966,-0.227120675966,-0.227120675966,12.9411533149,-0.227120675966,0.227120675966,0.082201316299
R3C4,independent_many_to_one,52,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,53,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,54,1,matched,21.0,9.27100661723,16.4688235889,16.4688235889,16.4688235889,0.148779164412,16.4688235889,16.4688235889,0.768018860699
R3C4,independent_many_to_one,55,1,matched,21.0,6.72002806083,17.0359599204,17.0359599204,17.0359599204,0.715915495892,17.0359599204,17.0359599204,0.772826458312
R3C4,independent_many_to_one,56,1,matched,21.0,8.11147157635,19.6769966065,19.6769966065,19.6769966065,3.35695218197,19.6769966065,19.6769966065,1.03682758758
R3C4,independent_many_to_one,57,1,matched,23.0,10.7738442246,-6.30331065245,-6.30331065245,-6.30331065245,56.7982118629,-6.30331065245,6.30331065245,0.220823044468
R3C4,independent_many_to_one,58,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,59,1,matched,23.0,8.8021422858,-11.7849877555,-11.7849877555,-11.7849877555,51.3165347599,-11.7849877555,11.7849877555,0.428308940639
R3C4,independent_many_to_one,60,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,61,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,62,1,matched,26.0,8.51036377036,-5.6695472367,-5.6695472367,-5.6695472367,-60.1950952504,-5.6695472367,5.6695472367,0.156166314357
R3C4,independent_many_to_one,63,1,matched,27.0,7.72575642831,-11.6768674863,-11.6768674863,-11.6768674863,-69.7812597163,-11.6768674863,11.6768674863,0.403346394925
R3C4,independent_many_to_one,64,1,no_candidate,,,,,,,,,
R3C4,independent_many_to_one,65,1,matched,27.0,8.70673142882,-7.30151366734,-7.30151366734,-7.30151366734,-65.4059058973,-7.30151366734,7.30151366734,0.212625842728
R3C4,independent_many_to_one,66,1,matched,28.0,8.35348947348,-0.625772248444,-0.625772248444,-0.625772248444,-66.9542566015,-0.625772248444,0.625772248444,0.0740168888246
